Swedish_Lemma,English_Lemma,Chinese_Lemma,POS
exempel,example,例子,NOUN
baksida,back(side),背面,NOUN
besked,message,消息,NOUN
faktum,fact,事实,NOUN
fantastisk,fantastic,极好的,ADJ
farbror,uncle,叔叔,NOUN
farfar,grandfather,祖父,NOUN
barnvakt,babysitter,保姆,NOUN
farlig,dangerous,危险的,ADJ
behandla,treat,处理,VERB
fart,speed,速度,NOUN
behov,need,需求,NOUN
fatta,understand,理解,VERB
bensin,gasoline,汽油,NOUN
fest,party,派对,NOUN
berättelse,story,故事,NOUN
fiende,enemy,敌人,NOUN
beställa,order,订购,VERB
film,film,电影,NOUN
besöka,visit,参观,VERB
fira,celebrate,庆祝,VERB
besökare,visitor,访客,NOUN
flesta,most,大多数的,ADJ
betyda,mean,意味着,VERB
fly,flee,逃跑,VERB
betydelse,meaning,意义,NOUN
framme,arrived,到了,ADV
framtid,future,未来,NOUN
framåt,forward,向前,ADV
fred,peace,和平,NOUN
fri,free,自由的,ADJ
frihet,freedom,自由,NOUN
fröken,Miss,小姐,NOUN
fungera,function,运作,VERB
blåsa,blow,吹,VERB
fängelse,prison,监狱,NOUN
botten,bottom,底部,NOUN
färdig,ready,准备好的,ADJ
brorsa,bro,哥们,NOUN
fånga,catch,抓住,VERB
brud,bride,新娘,NOUN
bränna,burn,燃烧,VERB
födelsedag,birthday,生日,NOUN
bråk,quarrel,争吵,NOUN
föra,lead,引导,VERB
föreslå,suggest,建议,VERB
samtidigt,simultaneously,同时,ADV
företag,company,公司,NOUN
förmodligen,probably,可能,ADV
förr,before,以前,ADV
förresten,by the way,顺便一提,ADV
myra,ant,蚂蚁,NOUN
försiktig,careful,小心的,ADJ
förslag,proposal,建议,NOUN
förstås,of course,当然,ADV
diamant,diamond,钻石,NOUN
förstöra,destroy,破坏,VERB
djup,deep,深的,ADJ
försvinna,disappear,消失,VERB
dokument,document,文件,NOUN
förutom,except,除了,ADP
drottning,queen,女王,NOUN
förändras,change,改变,VERB
genast,at once,立刻,ADV
dubbel,double,双倍的,ADJ
gilla,like,喜欢,VERB
gissa,guess,猜测,VERB
däck,deck,甲板,NOUN
gratis,free,免费的,ADJ
därborta,over there,在那里,ADV
grattis,congratulations,恭喜,INTJ
därinne,in there,在那里面,ADV
gravid,pregnant,怀孕的,ADJ
därute,out there,在那外面,ADV
grej,thing,东西,NOUN
grupp,group,组,NOUN
gräns,border,边界,NOUN
yta,surface,表面,NOUN
gäng,gang,团伙,NOUN
gömma,hide,隐藏,VERB
hals,throat,喉咙,NOUN
fakta,fact,事实,NOUN
halv,half,一半的,ADJ
hejsan,hello,你好,INTJ
varken,neither,既不,CCONJ
hellre,rather,宁愿,ADV
favorit,favorite,最爱,NOUN
hemlighet,secret,秘密,NOUN
feber,fever,发烧,NOUN
hemsk,terrible,可怕的,ADJ
hjälte,hero,英雄,NOUN
fet,fat,胖的,ADJ
åtminstone,at least,至少,ADV
hopp,hope,希望,NOUN
hot,threat,威胁,NOUN
hustru,wife,妻子,NOUN
hälften,half,一半,NOUN
hänga,hang,悬挂,VERB
brinna,burn,燃烧,VERB
hål,hole,洞,NOUN
foto,photo,照片,NOUN
höger,right,右边,NOUN
högt,loudly,大声地,ADV
ifall,if,如果,SCONJ
fundera,consider,考虑,VERB
ingenstans,nowhere,无处,ADV
funka,function,运作,VERB
inse,realize,意识到,VERB
fy,yuck,呸,INTJ
intressant,interesting,有趣的,ADJ
examen,exam,考试,NOUN
fylla,fill,填满,VERB
intresserad,interested,感兴趣的,ADJ
född,born,出生的,ADJ
is,ice,冰,NOUN
istället,instead,代替,ADV
japp,yep,是的,INTJ
författare,author,作者,NOUN
javisst,certainly,当然,INTJ
förlorare,loser,失败者,NOUN
jul,Christmas,圣诞节,NOUN
försvunnen,missing,失踪的,ADJ
förvånad,surprised,惊讶的,ADJ
jämt,always,总是,ADV
brådska,hurry,匆忙,NOUN
förälskad,in love,恋爱的,ADJ
jättebra,great,极好的,ADV
förändra,change,改变,VERB
gjord,made,制成的,ADJ
kallas,be called,被称为,VERB
kamera,camera,相机,NOUN
karl,man,男人,NOUN
kasta,throw,扔,VERB
goddag,good day,你好,INTJ
knappt,hardly,几乎不,ADV
koll,check,检查,NOUN
konstig,strange,奇怪的,ADJ
gräva,dig,挖,VERB
kontakt,contact,联系,NOUN
gubbe,old man,老头,NOUN
kontakta,contact,联系,VERB
gullig,cute,可爱的,ADJ
kontroll,control,控制,NOUN
kontrollera,control,控制,VERB
koppla,connect,连接,VERB
skoj,fun,乐趣,NOUN
kraft,power,力量,NOUN
kung,king,国王,NOUN
kusin,cousin,堂兄弟,NOUN
avstånd,distance,距离,NOUN
hamna,end up,最终到达,VERB
kyss,kiss,吻,NOUN
kämpa,struggle,战斗,VERB
känd,famous,著名的,ADJ
handväska,handbag,手提包,NOUN
känsla,feeling,感觉,NOUN
hinna,have time,来得及,VERB
lag,law,法律,NOUN
hata,hate,恨,VERB
ledare,leader,领导者,NOUN
helikopter,helicopter,直升机,NOUN
leka,to play,玩耍,VERB
hemifrån,from home,从家里,ADV
levande,living,活着,ADJ
hemlig,secret,秘密的,ADJ
liknande,similar,相似的,ADJ
liksom,like,如同,ADV
lista,list,列表,NOUN
hitåt,this way,这边,ADV
ljud,sound,声音,NOUN
humör,mood,心情,NOUN
ljuga,lie,撒谎,VERB
ljus,light,光,NOUN
hurra,hooray,万岁,INTJ
huvudvärk,headache,头痛,NOUN
lös,loose,松的,ADJ
hyra,rent,租,VERB
lov,leave,假期,NOUN
härinne,in here,在这里面,ADV
lura,trick,欺骗,VERB
härlig,lovely,美好的,ADJ
lyckas,succeed,成功,VERB
häxa,witch,女巫,NOUN
lycklig,happy,快乐的,ADJ
delvis,partly,部分地,ADV
lögn,lie,谎言,NOUN
lösa,solve,解决,VERB
inatt,last night,昨晚,ADV
magi,magic,魔法,NOUN
inbjudan,invitation,邀请,NOUN
makt,power,权力,NOUN
mark,ground,地面,NOUN
intervju,interview,采访,NOUN
massor,lots,大量,NOUN
intresse,interest,兴趣,NOUN
roll,role,角色,NOUN
jadå,yes indeed,是的,INTJ
mil,mile,英里,NOUN
jobbig,tiresome,烦人的,ADJ
miljon,million,百万,NUM
minne,memory,记忆,NOUN
minst,least,最少,ADV
minsta,smallest,最小的,ADJ
mobil,mobile phone,手机,NOUN
kex,cracker,饼干,NOUN
mormor,grandmother,外婆,NOUN
kissa,pee,小便,VERB
musik,music,音乐,NOUN
kl,o'clock,点钟,ADV
märkligt,strange,奇怪的,ADJ
klaga,complain,抱怨,VERB
mål,goal,目标,NOUN
möjlighet,possibility,可能性,NOUN
klok,wise,明智的,ADJ
möte,meeting,会议,NOUN
naturligtvis,of course,当然,ADV
klubb,club,俱乐部,NOUN
ned,down,向下,ADV
klädd,dressed,穿着的,ADJ
nervös,nervous,紧张的,ADJ
klättra,climb,爬,VERB
