English_Lemma,English_Lemma,Chinese_Lemma,POS
laboratory,laboratory,实验室,NOUN
lamb,lamb,羔羊,NOUN
landlord,landlord,房东,NOUN
landscape,landscape,风景,NOUN
lap,lap,大腿部,NOUN
lawn,lawn,草坪,NOUN
layer,layer,层,NOUN
leadership,leadership,领导能力,NOUN
leak,leak,泄漏,NOUN
lean,lean,倾斜,VERB
leap,leap,跳跃,NOUN
legally,legally,合法地,ADV
lick,lick,舔,VERB
literature,literature,文学,NOUN
liver,liver,肝脏,NOUN
lobster,lobster,龙虾,NOUN
locate,locate,定位,VERB
log,log,日志,NOUN
logic,logic,逻辑,NOUN
logical,logical,合乎逻辑的,ADJ
loneliness,loneliness,孤独,NOUN
loop,loop,循环,NOUN
lottery,lottery,彩票,NOUN
lounge,lounge,休息室,NOUN
magnificent,magnificent,壮丽的,ADJ
maintenance,maintenance,维护,NOUN
manners,manners,礼貌,NOUN
march,march,游行,NOUN
marvelous,marvelous,极好的,ADJ
mathematics,mathematics,数学,NOUN
mattress,mattress,床垫,NOUN
mature,mature,成熟的,ADJ
mechanic,mechanic,技工,NOUN
medication,medication,药物,NOUN
melody,melody,旋律,NOUN
membership,membership,会员资格,NOUN
memorable,memorable,难忘的,ADJ
mentor,mentor,导师,NOUN
minor,minor,较小的,ADJ
minority,minority,少数,NOUN
misunderstand,misunderstand,误解,VERB
misunderstanding,misunderstanding,误解,NOUN
modest,modest,谦虚的,ADJ
modify,modify,修改,VERB
monk,monk,僧侣,NOUN
moral,moral,道德,NOUN
motel,motel,汽车旅馆,NOUN
multiple,multiple,多个,ADJ
myth,myth,神话,NOUN
negotiate,negotiate,谈判,VERB
neutral,neutral,中立的,ADJ
nickname,nickname,绰号,NOUN
nightclub,nightclub,夜总会,NOUN
notification,notification,通知,NOUN
nutrition,nutrition,营养,NOUN
obey,obey,服从,VERB
objective,objective,目标,NOUN
observation,observation,观察,NOUN
obstacle,obstacle,障碍,NOUN
occupy,occupy,占据,VERB
offend,offend,冒犯,VERB
offensive,offensive,冒犯的,ADJ
ongoing,ongoing,进行中的,ADJ
opponent,opponent,对手,NOUN
orbit,orbit,轨道,NOUN
organ,organ,器官,NOUN
organic,organic,有机的,ADJ
origin,origin,起源,NOUN
orphan,orphan,孤儿,NOUN
outcome,outcome,结果,NOUN
outline,outline,大纲,NOUN
outlook,outlook,前景,NOUN
outstanding,outstanding,杰出的,ADJ
overcome,overcome,克服,VERB
overnight,overnight,一夜之间,ADV
overseas,overseas,在海外,ADV
overtime,overtime,加班,NOUN
overweight,overweight,超重的,ADJ
panel,panel,小组,NOUN
paperwork,paperwork,文书工作,NOUN
parade,parade,游行,NOUN
paradise,paradise,天堂,NOUN
parliament,parliament,议会,NOUN
participate,participate,参与,VERB
particular,particular,细节,NOUN
partnership,partnership,伙伴关系,NOUN
passionate,passionate,热情的,ADJ
patrol,patrol,巡逻,NOUN
pedestrian,pedestrian,行人,NOUN
peer,peer,同龄人,NOUN
penalty,penalty,惩罚,NOUN
penis,penis,阴茎,NOUN
pension,pension,养老金,NOUN
permanent,permanent,永久的,ADJ
permit,permit,许可证,NOUN
perspective,perspective,视角,NOUN
phase,phase,阶段,NOUN
philosophy,philosophy,哲学,NOUN
pinch,pinch,捏,VERB
poisoning,poisoning,中毒,NOUN
poke,poke,戳,VERB
polish,polish,擦亮,VERB
pope,pope,教皇,NOUN
porch,porch,门廊,NOUN
portable,portable,便携的,ADJ
portion,portion,部分,NOUN
portrait,portrait,肖像,NOUN
possession,possession,财产,NOUN
postpone,postpone,推迟,VERB
poverty,poverty,贫困,NOUN
prank,prank,恶作剧,NOUN
prayer,prayer,祈祷,NOUN
precise,precise,精确的,ADJ
predict,predict,预测,VERB
prediction,prediction,预测,NOUN
pregnancy,pregnancy,怀孕,NOUN
prescription,prescription,处方,NOUN
presentation,presentation,展示,NOUN
preserve,preserve,保护,VERB
prior,prior,先前的,ADJ
proceed,proceed,继续进行,VERB
producer,producer,生产者,NOUN
promotion,promotion,晋升,NOUN
proposal,proposal,提议,NOUN
protein,protein,蛋白质,NOUN
protest,protest,抗议,NOUN
psychological,psychological,心理的,ADJ
publish,publish,出版,VERB
pulse,pulse,脉搏,NOUN
punctual,punctual,准时的,ADJ
puppet,puppet,木偶,NOUN
purchase,purchase,购买,NOUN
