English_Lemma,English_Lemma,Chinese_Lemma,POS
fluid,fluid,液体,NOUN
flush,flush,冲洗,VERB
forgiveness,forgiveness,宽恕,NOUN
foul,foul,犯规,NOUN
fraction,fraction,分数,NOUN
fragment,fragment,碎片,NOUN
fraud,fraud,欺诈,NOUN
frequency,frequency,频率,NOUN
fulfill,fulfill,履行,VERB
fuse,fuse,保险丝,NOUN
fuss,fuss,大惊小怪,NOUN
gasp,gasp,喘息,VERB
genetic,genetic,基因的,ADJ
glorious,glorious,辉煌的,ADJ
grasp,grasp,抓住,VERB
gratitude,gratitude,感激,NOUN
greed,greed,贪婪,NOUN
grief,grief,悲伤,NOUN
groom,groom,新郎,NOUN
handcuff,handcuff,手铐,NOUN
hatred,hatred,仇恨,NOUN
honorable,honorable,可敬的,ADJ
hose,hose,软管,NOUN
hostage,hostage,人质,NOUN
hostile,hostile,敌对的,ADJ
humanity,humanity,人类,NOUN
humble,humble,谦逊的,ADJ
ignorant,ignorant,无知的,ADJ
immune,immune,免疫的,ADJ
inevitable,inevitable,不可避免的,ADJ
infinite,infinite,无限的,ADJ
inheritance,inheritance,遗产,NOUN
innocence,innocence,无辜,NOUN
inquiry,inquiry,调查,NOUN
insight,insight,洞察力,NOUN
instinct,instinct,本能,NOUN
institute,institute,机构,NOUN
institution,institution,机构,NOUN
integrate,integrate,整合,VERB
interface,interface,接口,NOUN
interfere,interfere,干涉,VERB
interference,interference,干扰,NOUN
internal,internal,内部的,ADJ
intimate,intimate,亲密的,ADJ
invasion,invasion,入侵,NOUN
invoice,invoice,发票,NOUN
ironic,ironic,讽刺的,ADJ
irony,irony,讽刺,NOUN
kidnap,kidnap,绑架,VERB
kidnapping,kidnapping,绑架,NOUN
lame,lame,跛的,ADJ
lawsuit,lawsuit,诉讼,NOUN
legendary,legendary,传奇的,ADJ
liberty,liberty,自由,NOUN
liquor,liquor,烈酒,NOUN
longing,longing,渴望,NOUN
madness,madness,疯狂,NOUN
mainstream,mainstream,主流,NOUN
mansion,mansion,豪宅,NOUN
manufacture,manufacture,制造,VERB
merely,merely,仅仅,ADV
misery,misery,痛苦,NOUN
mob,mob,暴民,NOUN
mock,mock,嘲笑,VERB
morality,morality,道德,NOUN
mortgage,mortgage,抵押贷款,NOUN
mutual,mutual,相互的,ADJ
naive,naive,天真的,ADJ
notion,notion,概念,NOUN
oath,oath,誓言,NOUN
obsession,obsession,痴迷,NOUN
obtain,obtain,获得,VERB
overlook,overlook,忽视,VERB
overwhelm,overwhelm,使不知所措,VERB
overwhelming,overwhelming,压倒性的,ADJ
paranoid,paranoid,多疑的,ADJ
paraphrase,paraphrase,改述,VERB
passive,passive,被动的,ADJ
peculiar,peculiar,奇怪的,ADJ
perceive,perceive,察觉,VERB
perception,perception,知觉,NOUN
perfection,perfection,完美,NOUN
petty,petty,琐碎的,ADJ
phenomenon,phenomenon,现象,NOUN
phony,phony,假的,ADJ
pier,pier,码头,NOUN
pillar,pillar,柱子,NOUN
pioneer,pioneer,先驱,NOUN
pistol,pistol,手枪,NOUN
plague,plague,瘟疫,NOUN
plead,plead,恳求,VERB
possess,possess,拥有,VERB
predictable,predictable,可预测的,ADJ
prejudice,prejudice,偏见,NOUN
pressing,pressing,紧迫的,ADJ
primarily,primarily,主要地,ADV
principal,principal,主要的,ADJ
privilege,privilege,特权,NOUN
probability,probability,可能性,NOUN
prominent,prominent,突出的,ADJ
proportion,proportion,比例,NOUN
prospect,prospect,前景,NOUN
publicity,publicity,宣传,NOUN
pursuit,pursuit,追求,NOUN
qualification,qualification,资格,NOUN
quarrel,quarrel,争吵,NOUN
quest,quest,探索,NOUN
questioning,questioning,质问,NOUN
quirky,quirky,古怪的,ADJ
radiation,radiation,辐射,NOUN
radical,radical,激进的,ADJ
rally,rally,集会,NOUN
ranger,ranger,护林员,NOUN
rational,rational,理性的,ADJ
rear,rear,后部,NOUN
reassure,reassure,使安心,VERB
recession,recession,衰退,NOUN
recite,recite,背诵,VERB
reckless,reckless,鲁莽的,ADJ
regulation,regulation,规章,NOUN
rehearsal,rehearsal,排练,NOUN
rehearse,rehearse,排练,VERB
reinforce,reinforce,加强,VERB
relay,relay,转达,VERB
reluctant,reluctant,不情愿的,ADJ
