English_Lemma,English_Lemma,Chinese_Lemma,POS
zero,zero,零,NOUN
zone,zone,区域,NOUN
achieve,achieve,实现,VERB
admire,admire,钦佩,VERB
adopt,adopt,收养,VERB
advance,advance,进展,NOUN
advantage,advantage,优势,NOUN
affair,affair,事务,NOUN
affect,affect,影响,VERB
agency,agency,代理机构,NOUN
alert,alert,警报,NOUN
alike,alike,相似地,ADV
aloud,aloud,出声地,ADV
ambition,ambition,抱负,NOUN
analyze,analyze,分析,VERB
ancient,ancient,古老的,ADJ
anger,anger,愤怒,NOUN
angle,angle,角度,NOUN
annual,annual,每年的,ADJ
apparently,apparently,显然,ADV
appeal,appeal,呼吁,VERB
appearance,appearance,外貌,NOUN
appliance,appliance,器具,NOUN
apply,apply,申请,VERB
approach,approach,方法,NOUN
approve,approve,批准,VERB
argue,argue,争论,VERB
arise,arise,出现,VERB
ashamed,ashamed,羞愧的,ADJ
aside,aside,在旁边,ADV
aspect,aspect,方面,NOUN
assist,assist,协助,VERB
assume,assume,假设,VERB
assure,assure,保证,VERB
atmosphere,atmosphere,气氛,NOUN
attach,attach,附上,VERB
attempt,attempt,尝试,NOUN
attitude,attitude,态度,NOUN
attorney,attorney,律师,NOUN
authority,authority,权威,NOUN
available,available,可获得的,ADJ
average,average,平均,ADJ
aware,aware,意识到的,ADJ
bail,bail,保释,NOUN
basically,basically,基本上,ADV
beast,beast,野兽,NOUN
behave,behave,表现,VERB
behavior,behavior,行为,NOUN
belief,belief,信念,NOUN
beloved,beloved,心爱的,ADJ
benefit,benefit,利益,NOUN
bet,bet,打赌,VERB
blade,blade,刀片,NOUN
blast,blast,爆炸,NOUN
bleed,bleed,出血,VERB
bless,bless,祝福,VERB
boom,boom,繁荣,NOUN
bound,bound,一定的,ADJ
bow,bow,鞠躬,VERB
breast,breast,胸部,NOUN
brief,brief,简短的,ADJ
broad,broad,宽阔的,ADJ
budget,budget,预算,NOUN
burst,burst,爆发,VERB
bury,bury,埋葬,VERB
bust,bust,半身像,NOUN
campaign,campaign,运动,NOUN
cancer,cancer,癌症,NOUN
candidate,candidate,候选人,NOUN
capable,capable,有能力的,ADJ
capital,capital,首都,NOUN
cast,cast,演员阵容,NOUN
century,century,世纪,NOUN
ceremony,ceremony,典礼,NOUN
charity,charity,慈善,NOUN
chatter,chatter,喋喋不休,VERB
chill,chill,寒意,NOUN
chuck,chuck,扔,VERB
circumstance,circumstance,情况,NOUN
claim,claim,声称,VERB
clue,clue,线索,NOUN
coincidence,coincidence,巧合,NOUN
comfort,comfort,安慰,VERB
commit,commit,犯（罪）,VERB
complex,complex,复杂的,ADJ
complicated,complicated,复杂的,ADJ
concern,concern,担忧,NOUN
conference,conference,会议,NOUN
confess,confess,承认,VERB
confession,confession,供认,NOUN
confidence,confidence,信心,NOUN
confirm,confirm,确认,VERB
conscience,conscience,良心,NOUN
consequence,consequence,后果,NOUN
considered,considered,经过深思熟虑的,ADJ
