1164759	Our
1163120	sit
1159694	forget
1157387	read
1155829	NO
1153926	town
1153375	died
1150630	couple
1142571	KNOW
1140449	aren
1140092	needs
1135485	line
1135177	These
1133505	walk
1133294	hey
1133173	children
1133002	YOUR
1128799	power
1120699	become
1119566	office
1119184	DO
1118916	plan
1114353	almost
1113374	girls
1108609	food
1108333	speak
1107976	yours
1107821	um
1107371	Huh
1104143	gun
1103139	Man
1094302	alive
1092986	cut
1090082	feeling
1089853	WITH
1086813	outside
1086644	JUST
1084862	After
1084748	safe
1084262	trust
1081867	news
1078849	ahead
1075566	save
1074579	either
1073609	DON
1069171	Me
1068978	Hold
1068840	somebody
1068421	stand
1067863	Mrs.
1065277	free
1063627	Fuck
1059258	answer
1057686	hate
1057295	♫
1055824	Would
1054412	high
1048788	months
1048081	everybody
1042848	buy
1042189	Hmm
1041940	NOT
1041115	whatever
1038580	full
1034002	Great
1031716	half
1031313	lose
1030137	women
1028549	along
1021762	seems
1021472	CAN
1017162	fact
1015313	SO
1012410	running
1012269	cool
1009809	dear
1008318	bed
1008277	light
1008024	order
1005734	Which
1001806	miss
1001755	Whoa
1001538	New
1001519	country
997249	2
993760	doctor
991111	clear
989192	Two
988775	ARE
985563	BUT
983076	10
980441	boys
980281	sent
977918	send
974678	Be
973518	living
966234	war
959640	past
958533	Very
955876	Bye
953419	dog
950825	Nice
947894	John
947642	taken
944957	hot
944359	1
944059	leaving
942887	lives
941146	Keep
936548	pick
936478	scared
936181	parents
934822	Got
934715	funny
933910	city
933183	promise
932801	stupid
931580	cannot
925993	dinner
925388	shouldn
922680	Everything
921628	ass
920343	asking
918836	OH
915664	company
912703	THERE
910344	lady
909388	win
906663	THEY
906004	possible
904074	LIKE
903867	himself
903535	serious
903072	Some
902667	thanks
900819	book
898163	Mr
896284	sort
893904	hour
890950	From
890150	anyway
887357	sound
884311	shall
882043	Does
877673	happens
875067	six
873927	MAN
873337	Lord
872827	sick
871897	top
867871	oh
863129	Put
861769	felt
861209	touch
860961	HERE
858715	Jack
858538	sense
858259	GET
855564	small
854799	20
850603	By
848506	seem
846139	meeting
842841	damn
840681	special
840146	Jesus
839697	perfect
838534	SHE
838465	RIGHT
838116	Captain
837855	luck
837793	fast
834173	control
833869	OUT
830445	Help
829581	Only
827458	bitch
824711	words
814637	Fine
814478	human
811534	laughs
810337	hair
808014	Was
804605	Never
802318	hospital
800316	murder
800100	dream
799273	Shut
797918	Something
797665	known
797522	sighs
789496	cold
789274	future
787344	glad
787219	worked
785755	drive
782567	catch
781946	UP
781786	¶
781638	anybody
779984	Father
777048	laughing
776732	million
776191	longer
776056	Ooh
774547	lie
773983	calling
763659	;
761707	Could
760646	figure
759824	Isn
759739	finally
759060	looked
755885	People
753644	others
752893	First
751878	'am
750079	Her
749696	black
749491	shoot
749240	fault
746687	30
743652	worried
742817	honey
742772	3
742714	Stay
742376	somewhere
739716	weeks
738765	Damn
736111	changed
735623	boss
734327	happening
734108	seeing
733196	Shit
730709	dance
730075	secret
729315	ABOUT
729276	AT
727609	YEAH
726907	WELL
726499	date
725960	fall
724238	May
724218	takes
723462	loved
722366	sign
719353	questions
719269	GO
719042	'LL
719021	weren
718885	piece
718705	air
718512	chuckles
717213	choice
717202	Those
717152	feet
716925	needed
715473	turned
715293	bet
714787	moving
714618	‐
714113	An
711004	shut
710632	return
707949	voice
707736	Everyone
706229	amazing
705947	giving
705318	strong
700363	learn
697835	given
697823	Sam
695990	weird
695519	white
694928	less
694793	worth
693799	early
691721	IF
689667	Christmas
689471	beat
686706	till
686664	00
686495	ones
686193	clean
685510	eye
684731	song
684356	sounds
684271	straight
682748	Make
682619	ship
681169	Any
679885	NOW
677892	write
676351	Say
675131	GOT
674085	rather
673716	sweet
673359	follow
672989	Every
672109	missing
671432	pain
669814	nobody
669369	s
667660	picture
662337	welcome
661243	explain
657031	Welcome
655713	ten
655627	Move
655522	coffee
653660	works
653009	kept
652771	ya
651950	definitely
651158	Leave
650540	wonder
650476	Mother
650459	protect
649374	busy
648723	Someone
646936	ONE
646805	caught
646685	kidding
646257	lucky
645160	evidence
644964	mistake
644874	mad
642841	wedding
641623	meant
639960	Nobody
638780	decided
638779	step
638291	road
637135	building
636631	information
636348	report
633685	Alright
633445	watching
633363	careful
632791	evening
632495	Actually
630556	Whatever
630151	TV
629824	ride
629624	land
628807	worse
627614	situation
626508	entire
624201	Three
623771	pull
622668	Mm
622661	movie
621864	tired
620445	Hurry
620010	sex
617876	handle
617366	sometimes
612696	Didn
610731	system
609536	mouth
608290	act
607273	/
607088	birthday
606811	throw
606526	attack
606472	law
604183	finish
603031	HIM
601684	MUSIC
601181	HER
600587	dark
600539	About
598259	ma
595082	class
593083	yesterday
588307	message
585879	King
584694	wonderful
584388	completely
583889	god
583343	Remember
583171	lying
582681	Michael
580676	broke
579032	expect
578207	month
576964	poor
576911	Mm-hmm
576447	Joe
576258	quiet
575722	sell
574983	bag
574944	using
574749	floor
573141	talked
572472	HOW
572135	lead
571717	Everybody
571288	ground
570272	Since
569716	hasn
569167	pass
569127	street
568629	%
568426	clothes
567374	forever
566886	dangerous
566808	wear
566585	drop
565438	Looks
564341	red
564168	Daddy
563542	across
559314	born
559119	5
558881	single
557426	thinks
556680	speaking
556399	Watch
555926	hang
555807	Frank
554490	test
553255	age
551299	Cause
550949	table
549707	David
548545	Ms.
547528	Call
547212	anywhere
546553	THINK
545830	York
545657	history
545006	15
543846	George
543768	train
543206	ran
543104	area
541445	near
540996	during
540124	swear
540004	paid
539944	marry
539200	feels
538796	I-I
538157	spend
534460	box
534439	Charlie
534294	middle
533152	strange
531933	Uncle
531747	round
531691	}
530440	Think
530172	bought
529393	terrible
529282	WANT
527562	'VE
527505	court
526178	agree
525340	state
525161	boat
523437	COME
522749	proud
521905	quick
521675	Doctor
521472	Mike
520715	Tom
520675	Anyway
520067	Love
519948	space
519671	security
519538	join
519347	sitting
518748	accident
518572	forgot
518532	forward
518151	totally
518003	saved
517867	Ha
517488	relationship
515960	list
514444	crime
513539	station
513129	normal
512867	suppose
511529	Big
511430	fish
510938	hurry
510871	gentlemen
510852	wearing
510641	Should
510187	Sit
509935	Master
509920	scene
509585	charge
509557	missed
509035	fell
508777	AS
508673	stopped
508409	key
508302	buddy
508173	fix
507480	GOOD
507266	offer
506015	personal
505418	instead
505301	Once
503992	short
503095	fear
502166	ring
501460	prison
500654	simple
500216	group
500078	American
500043	calm
499766	difficult
499741	fighting
498719	mess
498633	trip
497299	record
497089	position
497014	angry
496642	letter
496521	wake
495965	finished
495271	SEE
495157	Open
495053	share
493449	honest
492520	deep
491813	fair
491348	crying
490645	marriage
490638	100
490082	Ma
489063	kiss
487974	HIS
487363	cover
487059	seven
486475	´
485846	hide
485545	seat
485396	present
485042	lunch
484849	ball
484638	Over
483893	smart
482934	Am
482752	king
480763	imagine
480149	killing
480009	dare
479437	SIGHS
479198	certain
478750	realize
478318	respect
478267	interested
477883	Mmm
477388	FROM
476774	paper
476496	t
475871	sad
475847	gold
475268	US
474303	Next
474016	problems
473841	Majesty
473608	hotel
472538	peace
472347	calls
472289	12
470940	involved
470467	card
470122	fool
469978	decision
469186	GOING
468121	moved
467630	standing
466768	Anything
466448	More
466164	Sometimes
465976	darling
465266	excuse
464930	Perhaps
464864	Back
464751	rock
464677	brain
464312	50
463476	soul
463452	interesting
463131	visit
462974	broken
462707	Today
462594	upset
462588	Mary
462369	smell
462330	starting
462149	horse
461460	tough
461215	killer
460883	hungry
460863	attention
460304	quickly
459183	Time
459133	President
458510	GONNA
458022	America
457837	Earth
457542	Peter
456952	government
456877	4
456708	lovely
456597	spent
456568	surprise
456397	fly
456241	public
455735	bar
455453	stick
455323	tea
455102	Try
454973	became
454277	cute
453620	alright
452583	James
452556	English
452543	appreciate
452535	force
452260	blow
450513	film
450500	Still
449717	girlfriend
449201	accept
448876	Brother
447295	Lee
446134	WHEN
445950	laugh
445924	LET
445896	Ben
445743	eight
445511	ladies
445402	prove
444236	Yep
444202	store
444107	within
442786	
441584	walking
441308	Paul
440781	sing
440728	window
440266	likes
439936	seconds
439541	DID
438523	dude
438241	dress
437892	contact
437735	plane
437716	Before
437354	ice
436747	camera
436716	{
436400	drunk
436327	CHUCKLES
435806	huge
435107	Christ
434303	whoa
434161	support
433275	TIME
432940	continues
432536	cry
431871	sake
431597	Ok
431489	gift
431209	miles
431204	absolutely
430618	lived
430518	Honey
429913	liked
429720	wall
429521	loves
428858	cell
428728	afternoon
427976	bank
427922	truck
427590	cop
427559	O
427474	WHO
426917	officer
426708	often
426617	partner
425516	service
425302	General
425017	blue
424183	stuck
424001	Chief
423535	certainly
423432	eating
421698	doubt
421645	joke
421153	enjoy
421050	WILL
420941	experience
420924	boyfriend
420784	cops
420600	lawyer
420569	teach
420419	none
420052	screaming
419728	sun
419549	putting
419027	reach
418987	holding
418845	_
418670	Last
417941	grunts
417526	tree
416598	passed
416417	apartment
415965	club
414957	idiot
414669	rules
414064	favorite
413830	AN
413722	forgive
413347	BACK
412564	rich
412254	count
412195	mission
411970	continue
411902	driving
411697	radio
411240	machine
411202	difference
410113	whether
409657	dying
409321	jail
409247	wrote
408935	beginning
408313	Exactly
407336	Harry
406569	ha
405749	field
404909	favor
404898	feelings
404632	Too
404249	HAD
404241	~
403704	magic
402842	choose
401946	board
400996	evil
400627	shop
400457	WOULD
399605	patient
399538	hello
399125	Out
398989	hundred
398699	college
398154	private
397431	bastard
396558	sea
396500	HEY
396355	Happy
395994	OKAY
395926	Bring
395559	Aren
395314	learned
395169	match
394660	nervous
393986	master
393204	Alex
392536	spot
392228	wind
391082	video
390553	LOOK
390429	carry
390128	upon
389958	third
389648	pleasure
389568	risk
388852	Kim
388537	rid
388470	dreams
388444	immediately
388119	excited
387654	staying
387513	promised
387455	named
387337	Little
386532	type
386521	owe
386432	star
385753	wine
385644	LAUGHS
384930	Somebody
384558	listening
384540	WERE
384427	Forget
384401	worst
384397	impossible
384065	6
384027	grow
383864	sleeping
383748	OR
383593	earlier
383141	slow
382164	victim
381553	decide
381497	uncle
381288	WHY
381171	glass
381117	helping
380692	REALLY
380198	army
380107	final
380036	cash
378973	mate
378723	gives
378455	DOOR
378152	Five
377953	quit
377311	foot
377028	Henry
376652	blame
376631	earth
376613	dollars
376281	picked
375762	bus
375705	helped
375205	escape
374585	Bill
373388	thousand
373083	herself
372987	French
372889	Show
372615	OVER
372409	energy
372293	arrest
372271	Goodbye
371893	address
371794	'all
371687	Guys
371386	BEEN
369459	Yo
369030	enemy
368772	allowed
368660	ways
368286	bigger
367448	Max
367393	SOME
366837	Aah
366786	taste
366266	ourselves
365816	shoes
365759	honor
365663	fit
364693	weapon
364328	build
363998	Check
363765	Ow
362977	themselves
362232	Run
361913	surprised
361752	Shall
361729	figured
361284	push
360617	search
360088	bunch
359606	fuckin
359258	begin
358683	7
358408	everywhere
358166	unless
357353	hiding
357288	gasps
357164	perhaps
357102	track
357020	hadn
356968	orders
356816	y
356555	Jimmy
356299	teacher
356144	low
355811	Jim
355232	Congratulations
354653	kitchen
354608	Bob
354603	innocent
354295	further
354201	City
354139	bear
353966	bother
353517	Ready
352790	drinking
352399	arm
352078	level
352067	Want
351762	willing
351664	usually
351640	seriously
351373	played
351281	books
351212	h
351162	arms
350686	art
350528	acting
350024	hole
349798	pressure
349668	planet
349380	Has
349174	COULD
349014	locked
348602	deserve
348422	obviously
348109	Tony
347966	president
347633	steal
347150	Young
346635	keeping
346600	Turn
346588	built
346082	starts
346074	THEM
345223	drugs
344720	memory
344462	names
344071	battle
344021	race
343574	church
343424	beer
343391	waste
343113	treat
343061	suit
342842	grab
342685	Detective
342683	mention
342118	gotten
342060	Shh
342043	dramatic
342023	stage
341624	jump
341588	Both
341452	suddenly
341261	hoping
341218	hero
340925	places
340677	arrived
340574	Baby
340497	Nick
340438	Holy
340329	dirty
340224	eh
340213	destroy
340023	PLAYING
339922	apart
339704	stole
339266	notice
339228	complete
338906	WOMAN
338766	Doesn
338478	fired
338370	THEN
338104	press
338017	closed
337239	showed
336998	Were
336922	WHERE
335919	opportunity
335802	plans
335788	price
335750	Steve
335244	Another
335035	Red
335002	TAKE
334879	8
334847	leg
334701	computer
334327	BY
334010	cat
334003	lt
333990	Lieutenant
333644	following
333071	Boy
332850	village
332270	legs
331923	pictures
331619	duty
331560	judge
331423	danger
330975	apologize
330881	Narrator
330497	closer
330363	losing
329854	UH
328742	Black
328660	smile
328299	Uh-huh
328234	suspect
327928	Lady
327390	action
327222	keeps
327111	=
326634	Besides
326218	extra
325846	Mama
325825	pregnant
325688	Mark
325110	witness
324135	11
324092	London
323464	conversation
322732	turns
322647	writing
322565	breakfast
322414	Police
322142	admit
322095	YES
321991	sky
321778	wondering
321676	heavy
320891	Sounds
320864	crew
320502	except
319548	roll
319456	bathroom
319402	guns
319219	guilty
319180	captain
319151	OUR
319142	bloody
319102	DOWN
318832	green
318786	warm
318456	grunting
318402	Ugh
318357	kick
318096	smoke
317926	upstairs
317262	form
317039	LITTLE
317002	above
316451	seemed
316449	hi
316208	'D
316129	chicken
316067	bomb
315894	reading
315885	gas
315741	Absolutely
314914	color
314733	Prince
314685	Danny
314568	throat
314268	Dude
314265	Sarah
314205	cost
314174	itself
313616	neck
313307	Hang
312692	twice
312631	study
312448	nose
312004	summer
311918	interest
311381	engine
311354	burn
311231	plays
310851	empty
310750	I.
309695	tight
309516	Aw
309083	crowd
309036	PEOPLE
308603	Billy
308291	ringing
307992	Four
307903	Son
307530	singing
307395	strength
307014	sold
306998	pulled
306882	fresh
306458	WAY
305988	Enough
305982	bottom
305850	knife
305760	weekend
305672	shooting
305555	Seriously
305331	responsible
304885	allow
304744	spirit
304466	hearing
304394	client
304265	40
304229	o
304050	walked
303697	Colonel
303599	fat
303524	island
303381	cake
303254	asleep
303096	corner
302867	crap
302409	skin
301669	Richard
301562	stories
301231	TELL
301124	investigation
300703	SOMETHING
300703	bro
300652	restaurant
299879	groans
299451	goddamn
299188	DIDN
299138	Johnny
298946	nine
298824	cook
298599	powerful
298509	flight
298383	medical
297460	Better
297290	held
296859	drug
296420	account
296140	brothers
296129	rain
296049	bottle
295941	famous
295908	taught
295354	Ray
295339	Probably
295310	shows
294773	awesome
294381	ridiculous
294246	folks
294172	Cheers
294056	weapons
294041	LAUGHING
293730	written
293528	trial
293461	raise
292908	SAY
292161	park
292139	Paris
292121	Whoo
292019	9
291888	biggest
291878	MAKE
291819	local
291565	Park
291466	advice
291353	Sighs
291249	main
290906	onto
290670	due
290590	Find
290451	asshole
290403	moon
290336	survive
290287	file
290170	planning
290043	tells
290013	training
290010	lock
289933	keys
289841	breathing
289736	relax
289688	Until
289604	military
289398	awful
289102	language
288975	breath
288829	Professor
288683	Morning
288621	knowing
288484	Up
288191	laughter
288059	dogs
287807	prepared
287264	Chris
287208	driver
287096	MORE
286922	bringing
286802	river
286735	necessary
286647	guard
286545	photo
286181	spoke
286004	pants
285542	lied
285522	lights
285288	murdered
285252	Jake
285206	grand
285133	soft
285019	practice
285004	clearly
284807	BOTH
284198	While
284078	leaves
284057	common
283643	Most
283438	White
283364	towards
282986	Agent
282891	truly
282541	older
282217	audience
282007	Bobby
281648	wild
280914	career
280900	NEED
280779	lots
280647	Without
280085	Tomorrow
279690	monster
279591	la
279349	Always
278985	animals
278928	loud
278599	flying
278473	code
278387	fake
278382	Long
278329	Hell
277981	cars
277685	daddy
277649	dropped
277392	checked
277385	hat
277327	emergency
277224	bird
277177	hanging
276834	matters
276808	Tommy
276727	PHONE
276666	consider
276018	animal
275977	large
275827	None
275734	rule
275628	hurts
275258	GRUNTS
274962	nature
274961	flowers
274858	camp
274791	realized
274285	aware
274134	Roger
274023	neither
273814	Jane
273757	bullshit
273309	especially
273216	rings
273129	ended
272935	—
272869	Easy
272775	simply
272462	whose
272400	sight
272351	ok
272208	leader
271976	House
271929	beyond
271912	fucked
271823	target
271724	silly
271682	Adam
271483	surgery
271434	condition
271190	Cool
270991	double
270822	blind
270641	meat
270110	games
270075	Sergeant
269894	lies
269828	faith
269748	agent
269568	letting
268721	serve
268424	MEAN
268383	However
268269	greatest
268107	comfortable
267611	plenty
267600	cheering
267200	speed
266883	noticed
266827	Their
266823	numbers
266717	stars
266499	discuss
265868	purpose
265501	belong
265243	band
265242	Mrs
264900	cross
264656	HAS
264546	goodness
264450	beg
264283	Won
264164	note
264144	Calm
264136	Chuckles
263980	correct
263684	outta
263580	size
263573	paying
263285	Eddie
263283	concerned
263226	cup
263223	Queen
263039	Trust
262760	student
262610	tape
262587	knock
262584	character
262298	easier
262137	issue
262077	Talk
261682	incredible
261410	market
261249	criminal
261224	ought
261145	breaking
261094	arrested
261030	focus
260734	guest
260655	program
260466	path
259894	ends
259757	teeth
259535	Ask
259500	super
259465	lay
259298	department
258854	TOO
258712	kinda
258424	travel
258087	several
258063	agreed
257502	major
257502	feed
257484	fellow
257356	health
257264	papers
257120	Robert
257098	vote
257091	Charles
257035	trick
257027	finding
256904	pieces
256887	Guess
256820	chief
256385	VERY
256240	NEVER
256102	Mommy
255890	cream
255804	possibly
255754	shame
255541	natural
255319	justice
255214	heaven
255198	beauty
255043	create
254911	Stand
254825	Fire
254423	FBI
253928	process
253856	Pretty
253367	OFF
253329	m
252848	project
252803	challenge
252747	Ladies
252630	turning
252464	Unless
252280	ideas
252199	queen
251835	invited
251796	Also
251734	destroyed
251715	season
251479	Dear
251122	weak
251109	recognize
250954	lord
250953	responsibility
250570	sweetheart
250107	Chinese
250105	beach
249981	Mum
249962	bell
249904	operation
249875	BECAUSE
249682	soldiers
249483	Jin
249354	bodies
248851	opened
248803	Dan
248663	whom
248561	Kill
247841	add
247758	points
247642	credit
247452	failed
247380	gosh
247323	opinion
247290	view
247260	gay
247105	records
246726	dressed
246560	cousin
246330	believed
246301	members
246074	somehow
245836	Kevin
245804	chair
245476	faster
245445	Fucking
245407	created
245392	Must
245004	dumb
244556	milk
244429	Officer
244385	remain
244385	property
244338	breathe
244264	nowhere
243934	afford
243887	Martin
243864	goodbye
243831	Nope
243815	German
243713	general
243602	access
243536	25
243249	distance
243142	de
242884	Except
242626	Life
242505	dancing
242448	received
242218	manager
241908	sword
241831	research
241676	heat
241309	Nah
240891	brings
240769	cards
240670	base
240663	member
240520	interview
240459	proof
240276	opening
240147	lab
239843	South
239650	Doc
239320	Woman
239294	Highness
239038	Street
238877	birds
238777	United
238764	Things
238032	insane
237904	forgotten
237889	damage
237852	Cut
237742	pack
237725	selling
237684	dry
237672	weight
237622	pretend
237517	shirt
237279	GRUNTING
237253	perfectly
237078	students
236918	–
236831	balls
236759	easily
236296	24
236293	memories
236192	stayed
236157	amount
235948	chatter
235827	location
235817	birth
235794	nearly
235417	fan
235351	expected
235310	horrible
235052	Daniel
234906	falling
234884	threw
234810	followed
234756	States
234577	Hm
234002	Old
233954	ghost
233948	movies
233834	stolen
233771	fill
233483	medicine
233356	Down
233214	heading
232848	ordered
232540	Coming
232462	Kate
232381	Six
232357	example
232185	shouting
232087	lately
232072	opens
232070	oil
231926	desk
231869	suggest
231806	bite
231572	THING
231452	Dave
231262	community
231135	cares
230952	Grace
230657	18
230464	Sister
230404	screams
230378	Boss
230206	signal
230140	bucks
230068	center
229981	indistinct
229819	goin
229711	copy
229523	Matt
229293	heads
229293	among
229102	Music
228229	draw
228149	recently
228101	Anna
227942	jealous
227927	expecting
227827	noise
227444	regret
227276	SAID
227175	Same
227106	North
227021	West
226811	sudden
226778	C
226538	Aunt
226311	mountain
226101	exist
225783	Major
225776	shower
225737	indeed
225705	Day
225678	brave
225659	NARRATOR
225602	ticket
225436	doors
225419	safety
225334	dating
225170	lines
225168	suicide
224874	ours
224830	bridge
224349	grew
224335	showing
224267	usual
224075	Laughs
224048	sees
224044	bullet
223866	connection
223835	command
223834	total
223822	devil
223515	thoughts
223281	San
223214	contract
223032	fate
