Dutch_Lemma,English_Lemma,Chinese_Lemma,POS
Chinees,Chinese,中国的,ADJ
Chinees,Chinese,中国人,NOUN
Duitser,German,德国人,NOUN
aan,to,给,ADP
aandacht,attention,注意,NOUN
aankomen,to arrive,到达,VERB
aantal,number,数量,NOUN
aap,monkey,猴子,NOUN
aardappel,potato,土豆,NOUN
aarde,earth,地球,NOUN
ach,oh well,唉,INTJ
achter,behind,在...之后,ADP
actie,action,行动,NOUN
af,off,关,ADP
afgelopen,last,过去的,ADJ
ai,ouch,哎哟,INTJ
al,already,已经,ADV
alle,all,所有,DET
alleen,only,只,ADV
allemaal,all,全部,ADV
alles,everything,一切,PRON
als,as,作为,SCONJ
alsjeblieft,please,请,INTJ
alstublieft,please,请,INTJ
altijd,always,总是,ADV
ander,other,其他的,ADJ
anders,otherwise,否则,ADV
appel,apple,苹果,NOUN
april,April,四月,NOUN
artikel,article,文章,NOUN
au,ouch,哎哟,INTJ
augustus,August,八月,NOUN
auto,car,汽车,NOUN
avond,evening,晚上,NOUN
badkamer,bathroom,浴室,NOUN
bakker,baker,面包师,NOUN
banaan,banana,香蕉,NOUN
bang,scared,害怕的,ADJ
bed,bed,床,NOUN
bedanken,to thank,感谢,VERB
bedankt,thank you,谢谢,INTJ
bedrijf,company,公司,NOUN
beer,bear,熊,NOUN
beetje,bit,一点,NOUN
begin,start,开始,NOUN
beginnen,to start,开始,VERB
begrijpen,to understand,理解,VERB
beide,both,两者都,PRON
bekend,known,已知的,ADJ
belangrijk,important,重要的,ADJ
bellen,to call,打电话,VERB
berg,mountain,山,NOUN
beste,best,最好的,ADJ
betalen,to pay,支付,VERB
beter,better,更好,ADJ
bezig,busy,忙碌的,ADJ
bezoeken,to visit,拜访,VERB
bij,at,在,ADP
bijna,almost,几乎,ADV
bijvoorbeeld,for example,例如,ADV
binnen,inside,在...内,ADP
blij,happy,高兴的,ADJ
blijven,to stay,停留,VERB
bliksem,lightning,闪电,NOUN
bloem,flower,花,NOUN
boek,book,书,NOUN
boer,farmer,农民,NOUN
boerderij,farm,农场,NOUN
boom,tree,树,NOUN
boot,boat,小船,NOUN
bord,plate,盘子,NOUN
bos,forest,森林,NOUN
boter,butter,黄油,NOUN
boterham,slice of bread,面包片,NOUN
bouwen,to build,建造,VERB
boven,above,在...上面,ADP
breed,wide,宽的,ADJ
brengen,to bring,带来,VERB
brief,letter,信,NOUN
bril,glasses,眼镜,NOUN
broek,trousers,裤子,NOUN
brood,bread,面包,NOUN
brug,bridge,桥,NOUN
bruin,brown,棕色的,ADJ
buiten,outside,在外面,ADP
bus,bus,公共汽车,NOUN
buur,neighbor,邻居,NOUN
buurt,neighbourhood,社区,NOUN
cadeau,gift,礼物,NOUN
café,cafe,咖啡馆,NOUN
centrum,center,中心,NOUN
chocolade,chocolate,巧克力,NOUN
computer,computer,电脑,NOUN
controleren,to check,检查,VERB
daar,there,那里,ADV
daarna,after that,然后,ADV
daarom,therefore,因此,ADV
dag,day,天,NOUN
dak,roof,屋顶,NOUN
dan,than,比,ADV
dank,thanks,感谢,NOUN
dans,dance,舞蹈,NOUN
dansen,to dance,跳舞,VERB
dat,that,那,PRON
de,the,这,DET
december,December,十二月,NOUN
deel,part,部分,NOUN
delen,to share,分享,VERB
denken,to think,想,VERB
der,the,（定冠词）,DET
dertig,thirty,三十,NUM
deur,door,门,NOUN
deze,this,这,DET
dezelfde,same,相同的,ADJ
die,that,那个,PRON
dinsdag,Tuesday,星期二,NOUN
dit,this,这个,PRON
dochter,daughter,女儿,NOUN
doel,goal,目标,NOUN
doen,to do,做,VERB
dokter,doctor,医生,NOUN
donder,thunder,雷,NOUN
donderdag,Thursday,星期四,NOUN
donker,dark,黑暗的,ADJ
dood,dead,死的,ADJ
door,through,通过,ADP
dragen,to carry,携带,VERB
drie,three,三,NUM
drinken,to drink,喝,VERB
droog,dry,干燥的,ADJ
druk,busy,忙碌的,ADJ
duidelijk,clear,清楚的,ADJ
duizend,thousand,千,NUM
dus,so,所以,ADV
echt,real,真的,ADJ
een,a,一个,DET
eend,duck,鸭子,NOUN
eens,once,曾经,ADV
eerder,earlier,较早,ADV
eerst,first,首先,ADV
eerste,first,第一,ADJ
ei,egg,鸡蛋,NOUN
eigen,own,自己的,ADJ
eigenlijk,actually,其实,ADV
eiland,island,岛屿,NOUN
einde,end,结束,NOUN
elf,eleven,十一,NUM
elk,each,每个,PRON
elkaar,each other,彼此,PRON
elke,each,每个,DET
en,and,和,CCONJ
enig,only,唯一的,ADJ
enkele,some,一些,DET
er,there,那里,ADV
erg,very,非常,ADV
eten,to eat,吃,VERB
even,just,稍等,ADV
familie,family,家庭,NOUN
februari,February,二月,NOUN
fiets,bicycle,自行车,NOUN
fietsen,to cycle,骑自行车,VERB
fles,bottle,瓶子,NOUN
fluisteren,to whisper,低语,VERB
foto,photo,照片,NOUN
fruit,fruit,水果,NOUN
gaan,to go,去,VERB
gebied,area,区域,NOUN
gebruik,use,使用,NOUN
gebruiken,to use,使用,VERB
geel,yellow,黄色的,ADJ
geen,no,没有,DET
gefeliciteerd,congratulations,恭喜,INTJ
geld,money,钱,NOUN
geleden,ago,以前,ADV
gelijk,equal,平等的,ADJ
gelukkig,happy,快乐的,ADJ
gemeente,municipality,市镇,NOUN
genoeg,enough,足够,ADV
geschiedenis,history,历史,NOUN
geval,case,情况,NOUN
geven,to give,给,VERB
gevoel,feeling,感觉,NOUN
gewoon,ordinary,普通的,ADJ
glas,glass,玻璃,NOUN
goed,good,好,ADJ
goedemorgen,good morning,早上好,INTJ
goedkoop,cheap,便宜的,ADJ
goud,gold,金,NOUN
graag,gladly,乐意地,ADV
gratis,free,免费的,ADJ
grijs,gray,灰色的,ADJ
groente,vegetable,蔬菜,NOUN
groep,group,组,NOUN
grond,ground,地面,NOUN
groot,big,大的,ADJ
haar,her,她的,DET
haar,hair,头发,NOUN
halen,to fetch,取,VERB
hallo,hello,你好,INTJ
hand,hand,手,NOUN
handdoek,towel,毛巾,NOUN
hart,heart,心,NOUN
haven,harbour,港口,NOUN
hebben,to have,有,AUX
hebben,to have,有,VERB
heel,whole,整个的,ADJ
heel,very,非常,ADV
heet,hot,热的,ADJ
helemaal,completely,完全,ADV
helpen,to help,帮助,VERB
hem,him,他,PRON
hemel,sky,天空,NOUN
hen,them,他们,PRON
herfst,autumn,秋天,NOUN
het,it,它,PRON
heten,to be called,名叫,VERB
hetzelfde,the same,相同的,ADJ
hier,here,这里,ADV
hij,he,他,PRON
hoe,how,如何,ADV
hoed,hat,帽子,NOUN
hond,dog,狗,NOUN
hoofd,head,头,NOUN
hoop,hope,希望,NOUN
hopen,to hope,希望,VERB
horen,to hear,听见,VERB
horloge,watch,手表,NOUN
houden,to keep,保持,VERB
huidig,current,当前的,ADJ
huilen,to cry,哭,VERB
huis,house,房子,NOUN
hulp,help,帮助,NOUN
hun,their,他们的,PRON
huren,to rent,租,VERB
hé,hey,嘿,INTJ
idee,idea,主意,NOUN
ieder,every,每个,PRON
iedereen,everyone,每个人,PRON
iemand,someone,某人,PRON
iets,something,某事,PRON
ijs,ice,冰,NOUN
ijzer,iron,铁,NOUN
ik,I,我,PRON
informatie,information,信息,NOUN
ja,yes,是,INTJ
jaar,year,年,NOUN
januari,January,一月,NOUN
jarig,having a birthday,过生日的,ADJ
jas,coat,外套,NOUN
je,you,你,PRON
jij,you,你,PRON
jou,you,你,PRON
jouw,your,你的,PRON
juist,correct,正确的,ADJ
juli,July,七月,NOUN
jullie,you,你们,PRON
juni,June,六月,NOUN
kaart,card,卡片,NOUN
kaartje,ticket,票,NOUN
kaas,cheese,奶酪,NOUN
kamer,room,房间,NOUN
kans,chance,机会,NOUN
kant,side,边,NOUN
kast,cupboard,柜子,NOUN
kat,cat,猫,NOUN
keer,time,次,NOUN
kerst,Christmas,圣诞节,NOUN
kijken,to look,看,VERB
kind,child,孩子,NOUN
kip,chicken,鸡,NOUN
klaar,ready,准备好的,ADJ
klein,small,小的,ADJ
klok,clock,钟,NOUN
koe,cow,牛,NOUN
koffer,suitcase,行李箱,NOUN
koffie,coffee,咖啡,NOUN
koken,to cook,烹饪,VERB
komen,to come,来,VERB
kopen,to buy,买,VERB
kou,cold,寒冷,NOUN
krant,newspaper,报纸,NOUN
krijgen,to get,得到,VERB
kunnen,can,能,AUX
kussen,pillow,枕头,NOUN
kussen,to kiss,吻,VERB
kwart,quarter,四分之一,NOUN
laat,late,迟的,ADJ
laatste,last,最后的,ADJ
lachen,to laugh,笑,VERB
lamp,lamp,灯,NOUN
land,country,国家,NOUN
landen,to land,降落,VERB
lang,long,长,ADJ
langs,along,沿着,ADP
laptop,laptop,笔记本,NOUN
laten,to let,让,VERB
leeftijd,age,年龄,NOUN
leeuw,lion,狮子,NOUN
leggen,to put,放置,VERB
lekker,tasty,美味的,ADJ
lente,spring,春天,NOUN
leraar,teacher,老师,NOUN
leren,to learn,学习,VERB
leuk,nice,好的,ADJ
leven,to live,生活,VERB
lezen,to read,阅读,VERB
lichaam,body,身体,NOUN
licht,light,轻的,ADJ
licht,light,光,NOUN
lid,member,成员,NOUN
liefde,love,爱,NOUN
lift,elevator,电梯,NOUN
liggen,to lie,躺,VERB
lopen,to walk,走,VERB
lucht,air,空气,NOUN
luchthaven,airport,机场,NOUN
luisteren,to listen,听,VERB
maan,moon,月亮,NOUN
maand,month,月,NOUN
maandag,Monday,星期一,NOUN
maar,but,但是,CCONJ
maart,March,三月,NOUN
maken,to make,制作,VERB
manier,way,方式,NOUN
mee,along,一起,ADP
meenemen,to take along,随身带,VERB
meer,more,更多,ADV
meest,most,最,ADV
mei,May,五月,NOUN
meisje,girl,女孩,NOUN
melk,milk,牛奶,NOUN
men,people,人们,PRON
meneer,sir,先生,NOUN
mes,knife,刀,NOUN
met,with,和,ADP
metaal,metal,金属,NOUN
meteen,immediately,立刻,ADV
metro,subway,地铁,NOUN
mevrouw,Madam,女士,NOUN
middag,afternoon,下午,NOUN
midden,middle,中间,ADV
mij,me,我,PRON
mijn,my,我的,DET
mijzelf,myself,我自己,PRON
miljoen,million,百万,NUM
minder,less,较少,ADV
minuut,minute,分钟,NOUN
misschien,maybe,也许,ADV
moeder,mother,母亲,NOUN
moeilijk,difficult,困难的,ADJ
moeten,must,必须,AUX
mogelijk,possible,可能的,ADJ
mogen,to be allowed to,可以,AUX
mooi,beautiful,美丽的,ADJ
morgen,tomorrow,明天,ADV
muis,mouse,鼠标,NOUN
muur,wall,墙,NOUN
muziek,music,音乐,NOUN
na,after,在...之后,ADP
naam,name,名字,NOUN
naar,to,向,ADP
naast,next to,在...旁边,ADP
nacht,night,夜晚,NOUN
nadat,after,在...之后,SCONJ
nat,wet,湿的,ADJ
natuurlijk,of course,当然,ADV
nee,no,不,INTJ
neef,cousin,堂兄弟,NOUN
nemen,to take,拿,VERB
net,just,刚刚,ADV
niemand,no one,没有人,PRON
niet,not,不,ADV
niets,nothing,没有什么,PRON
nieuw,new,新的,ADJ
nieuws,news,新闻,NOUN
niks,nothing,什么也没有,PRON
nodig,necessary,必要的,ADJ
nog,still,还,ADV
nooit,never,从不,ADV
nou,well,好了,ADV
november,November,十一月,NOUN
nu,now,现在,ADV
nul,zero,零,NUM
nummer,number,号码,NOUN
o,oh,哦,INTJ
ochtend,morning,早晨,NOUN
of,or,或者,CCONJ
oktober,October,十月,NOUN
oké,okay,好的,INTJ
olie,oil,油,NOUN
olifant,elephant,大象,NOUN
om,to,为了,ADP
oma,grandma,奶奶,NOUN
omdat,because,因为,SCONJ
onder,under,在...下面,ADP
onderwijs,education,教育,NOUN
onderzoek,research,研究,NOUN
ongeveer,about,大约,ADV
ons,our,我们的,DET
ons,us,我们,PRON
ontbijten,to have breakfast,吃早餐,VERB
ontmoeten,to meet,遇见,VERB
ooit,ever,曾经,ADV
ook,also,也,ADV
oom,uncle,叔叔,NOUN
oor,ear,耳朵,NOUN
oorlog,war,战争,NOUN
op,on,在,ADP
opa,grandpa,爷爷,NOUN
openen,to open,打开,VERB
opnieuw,again,再次,ADV
