Dutch_Lemma,English_Lemma,Chinese_Lemma,POS
impliciet,implicit,含蓄的,ADJ
indrukwekkend,impressive,令人印象深刻的,ADJ
ingrijpend,drastic,深远的,ADJ
inkomen,income,收入,NOUN
instemmen,to agree,赞同,VERB
invalshoek,angle,切入点,NOUN
investeren,to invest,投资,VERB
inzetten,to deploy,部署,VERB
jacht,hunt,狩猎,NOUN
kampioenschap,championship,锦标赛,NOUN
katholiek,Catholic,天主教的,ADJ
keizer,emperor,皇帝,NOUN
kiezer,voter,选民,NOUN
knelpunt,bottleneck,瓶颈,NOUN
koers,course,航线,NOUN
komst,arrival,到来,NOUN
koninklijk,royal,皇家的,ADJ
kritisch,critical,批判的,ADJ
landbouw,agriculture,农业,NOUN
landelijk,rural,乡村的,ADJ
lijf,body,身体,NOUN
lijk,corpse,尸体,NOUN
literatuur,literature,文学,NOUN
lossen,to unload,卸货,VERB
lot,fate,命运,NOUN
massa,mass,大量,NOUN
meerwaarde,added value,附加值,NOUN
melding,notification,通知,NOUN
methode,method,方法,NOUN
militair,military,军事的,ADJ
militair,soldier,军人,NOUN
minimaal,minimal,最小的,ADJ
misdaad,crime,犯罪,NOUN
moed,courage,勇气,NOUN
monster,sample,样本,NOUN
moslim,Muslim,穆斯林,NOUN
naarmate,as,随着,SCONJ
negeren,to ignore,忽视,VERB
niettemin,nonetheless,尽管如此,ADV
nood,distress,危难,NOUN
nuanceren,to nuance,微调,VERB
objectief,objective,客观的,ADJ
omschrijven,to describe,描述,VERB
onafhankelijk,independent,独立的,ADJ
onderbouwing,substantiation,论证依据,NOUN
onderhoud,maintenance,维护,NOUN
ondernemer,entrepreneur,企业家,NOUN
ondersteunen,to support,支持,VERB
ondersteuning,support,支持,NOUN
ongeval,accident,事故,NOUN
ontbreken,to be missing,缺少,VERB
ontlenen,to derive,借用,VERB
ontslag,dismissal,解雇,NOUN
ontvoeren,to kidnap,绑架,VERB
onvoldoende,insufficient,不足的,ADJ
ophelderen,to clear up,澄清,VERB
opkomst,turnout,出席率,NOUN
opname,recording,录音,NOUN
oppervlakte,surface,表面,NOUN
opsluiten,to lock up,关押,VERB
opzetten,to set up,建立,VERB
overdragen,to transfer,移交,VERB
overgang,transition,过渡,NOUN
overgebleven,remaining,剩下的,ADJ
overleg,consultation,协商,NOUN
overlijden,to die,去世,VERB
overtuigen,to convince,说服,VERB
overval,raid,突袭,NOUN
pand,building,建筑物,NOUN
plaatselijk,local,地方的,ADJ
plicht,duty,责任,NOUN
porno,pornography,色情,NOUN
prestatie,performance,表现,NOUN
preventief,preventive,预防性的,ADJ
priester,priest,牧师,NOUN
principe,principle,原则,NOUN
produceren,to produce,生产,VERB
professioneel,professional,专业的,ADJ
progressief,progressive,进步的,ADJ
promotie,promotion,晋升,NOUN
publiceren,to publish,出版,VERB
qua,regarding,关于,ADP
raamwerk,framework,框架,NOUN
ramp,disaster,灾难,NOUN
ras,race,种族,NOUN
realiseren,to realize,意识到,VERB
rechtstreeks,directly,直接地,ADV
rechtvaardigen,to justify,辩护,VERB
reflecteren,to reflect,反思,VERB
regisseur,director,导演,NOUN
registratie,registration,注册,NOUN
reikwijdte,scope,范围,NOUN
relateren,to relate,关联,VERB
relativeren,to put into perspective,客观评价,VERB
representatief,representative,有代表性的,ADJ
samengesteld,composed,组成的,ADJ
samenvatten,to summarize,总结,VERB
samenvatting,summary,总结,NOUN
schaal,scale,规模,NOUN
scheiding,separation,分离,NOUN
schema,schedule,时间表,NOUN
signaal,signal,信号,NOUN
sloot,ditch,沟渠,NOUN
specialiseren,to specialize,专攻,VERB
specifiek,specific,特定的,ADJ
stabiel,stable,稳定的,ADJ
stemming,mood,情绪,NOUN
stijging,increase,增加,NOUN
strategie,strategy,策略,NOUN
streek,region,地区,NOUN
structuur,structure,结构,NOUN
subjectief,subjective,主观的,ADJ
symbool,symbol,象征,NOUN
tegenstander,opponent,对手,NOUN
tegenstrijdigheid,contradiction,矛盾,NOUN
tekort,shortage,短缺,NOUN
teleurstellen,to disappoint,使失望,VERB
telkens,repeatedly,反复地,ADV
tempo,pace,节奏,NOUN
tenslotte,finally,最后,ADV
tentoonstelling,exhibition,展览,NOUN
terugkeer,return,返回,NOUN
terugleggen,to put back,放回,VERB
tiental,dozen,几十,NOUN
tocht,trip,旅行,NOUN
toegankelijk,accessible,可进入的,ADJ
toegeven,to give in,让步,VERB
toekennen,to allocate,授予,VERB
toekomstig,future,未来,ADJ
toelichten,to explain,阐明,VERB
toenemend,increasing,增加的,ADJ
toereikend,sufficient,充足的,ADJ
toestand,condition,状况,NOUN
toestel,device,设备,NOUN
toeval,chance,巧合,NOUN
traditioneel,traditional,传统的,ADJ
transformeren,to transform,转化,VERB
trouw,faithful,忠诚的,ADJ
uitgave,edition,版本,NOUN
uitgeschakeld,disabled,关闭的,ADJ
uitsluiting,exclusion,排斥,NOUN
uitwisselen,to exchange,交换,VERB
uitzending,broadcast,广播,NOUN
vaardigheid,skill,技能,NOUN
vaart,speed,速度,NOUN
vallei,valley,山谷,NOUN
verantwoording,accountability,交代,NOUN
verbetering,improvement,改进,NOUN
verblijf,stay,停留,NOUN
verbod,ban,禁令,NOUN
verdedigen,to defend,防御,VERB
verdediging,defense,防御,NOUN
vergelijkbaar,comparable,可比较的,ADJ
verhelderen,to clarify,澄清,VERB
verhelderend,enlightening,启发性的,ADJ
verhogen,to increase,提高,VERB
verklaren,to declare,宣布,VERB
verkrijgbaar,available,可获得的,ADJ
verlichting,relief,缓解,NOUN
verlopen,to expire,过期,VERB
verminderen,to reduce,减少,VERB
vermoorden,to murder,谋杀,VERB
veronderstelling,assumption,设想,NOUN
veroorzaken,to cause,造成,VERB
verschaffen,to provide,提供,VERB
verscheidenheid,diversity,多样性,NOUN
verspreiden,to spread,传播,VERB
verstandig,wise,明智的,ADJ
versterken,to strengthen,加强,VERB
verstrekken,to supply,发放,VERB
vervolg,follow-up,后续,NOUN
vervullen,to fulfill,履行,VERB
verwachting,expectation,期望,NOUN
verwerken,to process,处理,VERB
vocht,moisture,湿气,NOUN
vooraf,in advance,预先,ADV
vooralsnog,for now,暂时,ADV
voorraad,stock,库存,NOUN
voorstelling,performance,表演,NOUN
voortaan,henceforth,今后,ADV
waarborgen,to safeguard,保障,VERB
waaruit,from which,从中,ADV
weerleggen,to refute,反驳,VERB
weerspiegelen,to reflect,反映,VERB
wennen,to get used to,习惯于,VERB
werkelijkheid,reality,现实,NOUN
werkgelegenheid,employment,就业,NOUN
werkgever,employer,雇主,NOUN
werking,operation,运作,NOUN
westers,western,西方的,ADJ
woede,fury,愤怒,NOUN
woonplaats,place of residence,居住地,NOUN
zekere,certain,某个,ADJ
zelfstandig,independent,独立的,ADJ
zelfstandigheid,independence,独立性,NOUN
zender,transmitter,发射机,NOUN
ziel,soul,灵魂,NOUN
zoektocht,search,搜寻,NOUN
zorgvuldig,careful,细致的,ADJ
zuidoosten,southeast,东南,NOUN
aanbrengen,to apply,应用,VERB
aanhouden,to arrest,逮捕,VERB
aanleg,predisposition,天赋,NOUN
aanslag,tax rate,税率,NOUN
aantreffen,to find,发现,VERB
aanvankelijk,initial,最初的,ADJ
aanzien,prestige,声望,NOUN
aanzienlijk,considerable,相当大的,ADJ
aard,nature,性质,NOUN
afkomst,descent,出身,NOUN
alsnog,yet,仍然,ADV
ambassadeur,ambassador,大使,NOUN
ambtenaar,civil servant,公务员,NOUN
amper,barely,几乎不,ADV
analyse,analysis,分析,NOUN
arbeidsmarkt,labor market,劳动力市场,NOUN
archief,archive,档案,NOUN
beargumenteren,to substantiate,论证,VERB
bedragen,to amount to,总计,VERB
bedreiging,threat,威胁,NOUN
begeleiding,guidance,指导,NOUN
beheer,management,管理,NOUN
behoud,conservation,保护,NOUN
beschikking,order,命令,NOUN
besef,awareness,意识,NOUN
beslag,seizure,扣押,NOUN
bestrijden,to combat,打击,VERB
betreffende,regarding,关于,ADP
betrokkenheid,involvement,参与,NOUN
beurs,stock exchange,证券交易所,NOUN
bevorderen,to promote,促进,VERB
bewustzijn,consciousness,意识,NOUN
bezetting,occupation,占领,NOUN
bezwaar,objection,反对,NOUN
binnenlands,domestic,国内的,ADJ
bond,federation,联合会,NOUN
burgerij,citizenry,市民阶层,NOUN
burgeroorlog,civil war,内战,NOUN
capaciteit,capacity,能力,NOUN
aanmelding,registration,报名,NOUN
gebruikersnaam,username,用户名,NOUN
koerswijziging,change of course,方针转变,NOUN
sollicitatie,job application,求职申请,NOUN
arbeidsvoorwaarden,employment conditions,劳动条件,NOUN
bereikbaarheid,accessibility,可达性,NOUN
gezondheidsrisico,health risk,健康风险,NOUN
kennismaking,first introduction,初次相识,NOUN
kostendekking,cost coverage,成本回收,NOUN
mantelzorg,informal care,家庭护理,NOUN
opmerkzaamheid,attentiveness,细心,NOUN
slaaptekort,lack of sleep,睡眠不足,NOUN
stembureau,polling station,投票站,NOUN
verhelpen,remedy,消除,VERB
werkdruk,work pressure,工作压力,NOUN
ontslagvergoeding,severance pay,遣散费,NOUN
