Dutch_Lemma,English_Lemma,Chinese_Lemma,POS
chemisch,chemical,化学的,ADJ
circa,approximately,大约,ADV
cliënt,client,客户,NOUN
coalitie,coalition,联盟,NOUN
comité,committee,委员会,NOUN
commissaris,commissioner,委员,NOUN
concurrentie,competition,竞争,NOUN
congres,congress,大会,NOUN
continuïteit,continuity,连续性,NOUN
daadwerkelijk,actually,实际上,ADV
daarentegen,on the other hand,另一方面,ADV
debuut,debut,首次亮相,NOUN
decennium,decade,十年,NOUN
defensie,defense,国防,NOUN
definitie,definition,定义,NOUN
definitief,final,最终的,ADJ
degenen,those,那些人,PRON
desalniettemin,nevertheless,尽管如此,ADV
desondanks,despite,尽管如此,ADV
destijds,at that time,当时,ADV
dientengevolge,consequently,因此,ADV
discriminatie,discrimination,歧视,NOUN
diversiteit,diversity,多样性,NOUN
doelwit,target,目标,NOUN
domein,domain,领域,NOUN
doorgaans,usually,通常,ADV
dossier,file,档案,NOUN
drift,drift,漂流,NOUN
dubieus,doubtful,可疑的,ADJ
dwang,coercion,强迫,NOUN
elders,elsewhere,在别处,ADV
erfgoed,heritage,遗产,NOUN
erkenning,recognition,认可,NOUN
evenals,as well as,以及,SCONJ
evenredig,proportional,成比例的,ADJ
excuseren,to excuse,原谅,VERB
exemplaar,copy,份,NOUN
extern,external,外部的,ADJ
federaal,federal,联邦的,ADJ
financiën,finance,财务,NOUN
gedeeltelijk,partially,部分地,ADV
gemeenteraad,city council,市议会,NOUN
genuanceerd,nuanced,细腻的,ADJ
getuige,witness,证人,NOUN
getuigen,to testify,作证,VERB
gezag,authority,权威,NOUN
gezaghebbend,authoritative,权威的,ADJ
gezamenlijk,joint,共同的,ADJ
gezelschap,company,陪伴,NOUN
gezondheidszorg,healthcare,医疗保健,NOUN
goederen,goods,货物,NOUN
gouverneur,governor,州长,NOUN
grondgebied,territory,领土,NOUN
grondwet,constitution,宪法,NOUN
handelen,to act,行动,VERB
hedendaags,contemporary,当代的,ADJ
hetgeen,which,所...的事物,PRON
