Spanish_Lemma,English_Lemma,Chinese_Lemma,POS
causa,cause,原因,NOUN
comportamiento,behavior,行为,NOUN
ejército,army,军队,NOUN
gobierno,government,政府,NOUN
investigación,investigation,调查,NOUN
juicio,trial,审判,NOUN
manera,way,方式,NOUN
mayoría,majority,大多数,NOUN
mentir,lie,撒谎,VERB
modo,way,方式,NOUN
oportunidad,opportunity,机会,NOUN
posición,position,位置,NOUN
prisión,prison,监狱,NOUN
puesto,position,职位,NOUN
respeto,respect,尊重,NOUN
ruta,route,路线,NOUN
seguridad,security,安全,NOUN
sentido,sense,意义,NOUN
sistema,system,系统,NOUN
situación,situation,情况,NOUN
trato,deal,交易,NOUN
éxito,success,成功,NOUN
acusado,defendant,被告,NOUN
alcalde,mayor,市长,NOUN
amante,lover,情人,NOUN
amenaza,threat,威胁,NOUN
análisis,analysis,分析,NOUN
apoyo,support,支持,NOUN
ayuntamiento,city hall,市政厅,NOUN
aspecto,appearance,外貌,NOUN
batalla,battle,战斗,NOUN
búsqueda,search,搜索,NOUN
cadáver,corpse,尸体,NOUN
campaña,campaign,运动,NOUN
cantidad,quantity,数量,NOUN
carga,load,负载,NOUN
cirugía,surgery,手术,NOUN
comandante,commander,指挥官,NOUN
combate,combat,战斗,NOUN
compromiso,commitment,承诺,NOUN
comunidad,community,社区,NOUN
conciencia,conscience,良心,NOUN
condición,condition,条件,NOUN
conocimiento,knowledge,知识,NOUN
coronel,colonel,上校,NOUN
corriente,current,电流,NOUN
criatura,creature,生物,NOUN
debido,due,由于,ADJ
declaración,statement,声明,NOUN
defensa,defense,防御,NOUN
desgracia,misfortune,不幸,NOUN
detener,to stop,停止,VERB
discurso,speech,演讲,NOUN
dispuesto,willing,愿意的,ADJ
efecto,effect,效果,NOUN
elección,choice,选择,NOUN
escenario,stage,舞台,NOUN
esfuerzo,effort,努力,NOUN
esperanza,hope,希望,NOUN
espíritu,spirit,精神,NOUN
fiscal,prosecutor,检察官,NOUN
fuente,source,来源,NOUN
ganado,cattle,牲畜,NOUN
grado,degree,程度,NOUN
huir,flee,逃跑,VERB
humanidad,humanity,人类,NOUN
importancia,importance,重要性,NOUN
informe,report,报告,NOUN
inteligencia,intelligence,智力,NOUN
intención,intention,意图,NOUN
juez,judge,法官,NOUN
jurado,jury,陪审团,NOUN
justicia,justice,正义,NOUN
lucha,fight,斗争,NOUN
líder,leader,领导者,NOUN
movimiento,movement,运动,NOUN
muestra,sample,样品,NOUN
necesidad,need,需要,NOUN
objetivo,objective,目标,NOUN
obra,work,作品,NOUN
obtener,obtain,获得,VERB
operación,operation,手术,NOUN
orgullo,pride,骄傲,NOUN
oscuridad,darkness,黑暗,NOUN
política,politics,政治,NOUN
presencia,presence,存在,NOUN
presión,pressure,压力,NOUN
proceso,process,过程,NOUN
propiedad,property,财产,NOUN
propósito,purpose,目的,NOUN
siglo,century,世纪,NOUN
sobrevivir,to survive,幸存,VERB
sociedad,society,社会,NOUN
socio,partner,伙伴,NOUN
soportar,to endure,忍受,VERB
tratamiento,treatment,治疗,NOUN
tripulación,crew,船员,NOUN
uso,use,使用,NOUN
valor,value,价值,NOUN
venganza,revenge,复仇,NOUN
ventaja,advantage,优势,NOUN
versión,version,版本,NOUN
visión,vision,视力,NOUN
voluntad,will,意志,NOUN
época,era,时代,NOUN
solicitar,to request,申请,VERB
acercarse,to approach,靠近,VERB
actual,current,当前的,ADJ
afortunadamente,fortunately,幸运地,ADV
agencia,agency,机构,NOUN
aguantar,to endure,忍受,VERB
alcanzar,to reach,达到,VERB
alimentar,to feed,喂养,VERB
amanecer,to dawn,黎明,VERB
amar,to love,爱,VERB
ambiente,atmosphere,环境,NOUN
aparte,aside,另外,ADV
apoyar,to support,支持,VERB
aprovechar,to take advantage of,利用,VERB
arma,weapon,武器,NOUN
asegurar,to ensure,确保,VERB
