Spanish_Lemma,English_Lemma,Chinese_Lemma,POS
alcanzable,attainable,可达到的,ADJ
alternar,to alternate,交替,VERB
altitud,altitude,海拔,NOUN
alucinante,amazing,令人惊奇的,ADJ
alucinar,to hallucinate,产生幻觉,VERB
aludir,to allude,暗指,VERB
alza,rise,上涨,NOUN
amarrar,to moor,系泊,VERB
anatomía,anatomy,解剖学,NOUN
anfitrión,host,主人,NOUN
angustiar,to distress,使痛苦,VERB
ansia,longing,渴望,NOUN
antecedente,precedent,先例,NOUN
antepasado,ancestor,祖先,NOUN
anticipar,to anticipate,预期,VERB
antídoto,antidote,解毒剂,NOUN
apasionante,exciting,激动人心的,ADJ
apelar,to appeal,上诉,VERB
apellidar,to surname,给...命名,VERB
apestar,to stink,发臭,VERB
aplastante,overwhelming,压倒性的,ADJ
aportación,contribution,贡献,NOUN
apreciable,appreciable,可观的,ADJ
aproximación,approximation,近似,NOUN
aptitud,aptitude,能力,NOUN
ardiente,ardent,热情的,ADJ
arenoso,sandy,多沙的,ADJ
aristócrata,aristocrat,贵族,NOUN
arrasar,to devastate,摧毁,VERB
arrebatar,to snatch,抢夺,VERB
arrimar,to bring closer,靠近,VERB
arrogancia,arrogance,傲慢,NOUN
arropar,to wrap up,给…盖被子,VERB
arteria,artery,动脉,NOUN
articulación,joint,关节,NOUN
articular,to articulate,发音,VERB
asentamiento,settlement,定居点,NOUN
asentir,to assent,同意,VERB
asequible,affordable,负担得起的,ADJ
asesoramiento,advice,建议,NOUN
asesorar,to advise,建议,VERB
asfixiar,to asphyxiate,使窒息,VERB
asilo,asylum,庇护所,NOUN
asimilar,to assimilate,同化,VERB
astrología,astrology,占星术,NOUN
astronomía,astronomy,天文学,NOUN
atentado,attack,袭击,NOUN
aterrar,to terrify,使恐惧,VERB
aterrorizar,to terrify,使恐惧,VERB
atormentar,to torment,折磨,VERB
atracar,to hold up,抢劫,VERB
atraco,holdup,抢劫,NOUN
atrasar,to delay,推迟,VERB
atrayente,attractive,吸引人的,ADJ
atribuir,to attribute,归因于,VERB
atroz,atrocious,残酷的,ADJ
audaz,audacious,大胆的,ADJ
auge,boom,繁荣,NOUN
aullido,howl,嚎叫,NOUN
autenticidad,authenticity,真实性,NOUN
autoritario,authoritarian,独裁的,ADJ
avalancha,avalanche,雪崩,NOUN
aventurarse,to venture,冒险,VERB
avergonzar,to embarrass,使尴尬,VERB
azotar,to whip,鞭打,VERB
añorar,to long for,怀念,VERB
baba,drool,口水,NOUN
bachiller,high school graduate,高中毕业生,NOUN
bahía,bay,海湾,NOUN
bancarrota,bankruptcy,破产,NOUN
banquillo,bench,长凳,NOUN
barajar,to shuffle,洗牌,VERB
batallón,battalion,营,NOUN
bazar,bazaar,集市,NOUN
baúl,trunk,大箱子,NOUN
bendecir,to bless,祝福,VERB
beneficiario,beneficiary,受益人,NOUN
binario,binary,二进制的,ADJ
bocina,horn,喇叭,NOUN
bofetada,slap,耳光,NOUN
bombardear,to bombard,轰炸,VERB
bombardeo,bombing,轰炸,NOUN
bondadoso,kind,仁慈的,ADJ
bordear,to border,毗邻,VERB
botín,loot,战利品,NOUN
brecha,breach,缺口,NOUN
brujería,witchcraft,巫术,NOUN
brusco,abrupt,粗暴的,ADJ
brújula,compass,指南针,NOUN
budismo,Buddhism,佛教,NOUN
budista,Buddhist,佛教徒,NOUN
bufete,law firm,律师事务所,NOUN
buitre,vulture,秃鹫,NOUN
bulto,bundle,包裹,NOUN
burdel,brothel,妓院,NOUN
burguesía,bourgeoisie,资产阶级,NOUN
burgués,bourgeois,资产阶级的,ADJ
burocracia,bureaucracy,官僚主义,NOUN
burocrático,bureaucratic,官僚的,ADJ
báscula,scale,秤,NOUN
bélico,war-related,战争的,ADJ
cabezón,stubborn,固执的,ADJ
cacería,hunt,狩猎,NOUN
calavera,skull,头骨,NOUN
caligrafía,calligraphy,书法,NOUN
candidatura,candidacy,候选人资格,NOUN
capacitar,to qualify,使具备资格,VERB
caracola,conch,海螺壳,NOUN
caradura,shameless person,厚颜无耻的人,NOUN
carecer,lack,缺乏,VERB
carencia,lack,缺乏,NOUN
carpintería,carpentry,木工,NOUN
caspa,dandruff,头皮屑,NOUN
casta,caste,种姓,NOUN
catarata,cataract,白内障,NOUN
categorizar,to categorize,分类,VERB
catolicismo,Catholicism,天主教,NOUN
catástrofe,catastrophe,灾难,NOUN
caudal,flow,流量,NOUN
cautivar,to captivate,迷住,VERB
caverna,cave,洞穴,NOUN
cavidad,cavity,腔,NOUN
caótico,chaotic,混乱的,ADJ
cebolleta,scallion,小葱,NOUN
cegar,to blind,使失明,VERB
celta,Celtic,凯尔特人的,ADJ
censo,census,人口普查,NOUN
censura,censorship,审查,NOUN
centenar,hundred,一百,NOUN
centenario,centennial,百年的,ADJ
cerco,fence,围栏,NOUN
cese,cessation,终止,NOUN
chantaje,blackmail,敲诈,NOUN
chantajear,to blackmail,敲诈,VERB
chapa,badge,徽章,NOUN
chato,flat-nosed,扁鼻子的,ADJ
chillón,shrill,刺耳的,ADJ
chocante,shocking,令人震惊的,ADJ
ciclón,cyclone,气旋,NOUN
cisterna,cistern,蓄水池,NOUN
clandestino,clandestine,秘密的,ADJ
clausura,closure,关闭,NOUN
clausurar,to close,关闭,VERB
clavel,carnation,康乃馨,NOUN
clientela,clientele,客户群,NOUN
coalición,coalition,联盟,NOUN
codazo,nudge,肘击,NOUN
codicia,greed,贪婪,NOUN
codificar,to codify,编码,VERB
coherencia,coherence,连贯性,NOUN
coherente,coherent,连贯的,ADJ
cohesión,cohesion,凝聚力,NOUN
colapso,collapse,崩溃,NOUN
colectividad,community,集体,NOUN
colegial,collegiate,大学生的,ADJ
colmillo,fang,犬齿,NOUN
colmo,height,极点,NOUN
colonización,colonization,殖民化,NOUN
colonizar,to colonize,殖民,VERB
coloquial,colloquial,口语的,ADJ
colosal,colossal,巨大的,ADJ
comarca,region,地区,NOUN
combatiente,combatant,战斗员,NOUN
compacto,compact,紧凑的,ADJ
compartimiento,compartment,隔间,NOUN
compasivo,compassionate,有同情心的,ADJ
compatibilidad,compatibility,兼容性,NOUN
compensación,compensation,补偿,NOUN
competitividad,competitiveness,竞争力,NOUN
complementario,complementary,互补的,ADJ
complicidad,complicity,共谋,NOUN
compraventa,buying and selling,买卖,NOUN
compulsivo,compulsive,强迫性的,ADJ
compás,compass,圆规,NOUN
concebir,to conceive,构思,VERB
concejal,councilor,市议员,NOUN
