Spanish_Lemma,English_Lemma,Chinese_Lemma,POS
convincente,convincing,令人信服的,ADJ
coqueta,flirt,爱卖弄风情的女人,NOUN
cordillera,mountain range,山脉,NOUN
corporación,corporation,公司,NOUN
corporal,bodily,身体的,ADJ
corporativo,corporate,公司的,ADJ
correlación,correlation,相关性,NOUN
corresponsal,correspondent,记者,NOUN
corromper,to corrupt,腐败,VERB
cortocircuito,short circuit,短路,NOUN
cosmopolita,cosmopolitan,世界主义的,ADJ
cosmético,cosmetic,化妆品的,ADJ
cotidianidad,everydayness,日常性,NOUN
cotizar,to quote,估价,VERB
cresta,crest,冠,NOUN
crianza,upbringing,教养,NOUN
criminalidad,criminality,犯罪,NOUN
cristalino,crystalline,水晶般的,ADJ
crujir,to creak,嘎吱作响,VERB
cráter,crater,火山口,NOUN
cría,offspring,幼崽,NOUN
crónica,chronicle,编年史,NOUN
crónico,chronic,慢性的,ADJ
cuestionable,questionable,有问题的,ADJ
cuestionamiento,questioning,质疑,NOUN
culminar,to culminate,达到顶点,VERB
culpabilidad,guilt,内疚,NOUN
culto,cultured,有教养的,ADJ
curativo,curative,有疗效的,ADJ
cursi,tacky,俗气的,ADJ
curvar,to curve,弯曲,VERB
célebre,famous,著名的,ADJ
cínico,cynical,愤世嫉俗的,ADJ
dañino,harmful,有害的,ADJ
debilitar,to weaken,削弱,VERB
decididamente,decidedly,坚决地,ADV
declinar,to decline,衰退,VERB
decretar,to decree,颁布法令,VERB
defectuoso,defective,有缺陷的,ADJ
demente,demented,精神错乱的,ADJ
difunto,deceased,已故的,ADJ
escopeta,shotgun,猎枪,NOUN
estafa,scam,诈骗,NOUN
estelar,stellar,杰出的,ADJ
exhibición,exhibition,展览,NOUN
fugitivo,fugitive,逃亡的,ADJ
fusión,fusion,融合,NOUN
hostil,hostile,敌对的,ADJ
inestable,unstable,不稳定的,ADJ
inmortal,immortal,不朽的,ADJ
insignificante,insignificant,微不足道的,ADJ
legítimo,legitimate,合法的,ADJ
letal,lethal,致命的,ADJ
merecido,deserved,应得的,ADJ
parcial,partial,部分的,ADJ
sobrio,sober,清醒的,ADJ
secuestrar,to kidnap,绑架,VERB
soborno,bribe,贿赂,NOUN
sobornar,to bribe,行贿,VERB
extorsión,extortion,勒索,NOUN
intimidar,to intimidate,恐吓,VERB
reivindicar,to reclaim,要求归还,VERB
predicar,to preach,布道,VERB
supersticioso,superstitious,迷信的,ADJ
charlatán,charlatan,江湖骗子,NOUN
flujo,flow,流动,NOUN
abaratar,to lower the price of,降低价格,VERB
abastecer,to supply,供应,VERB
abatimiento,dejection,沮丧,NOUN
abatir,to knock down,击倒,VERB
abdicar,to abdicate,退位,VERB
abofetear,to slap,打耳光,VERB
abolir,to abolish,废除,VERB
abolladura,dent,凹痕,NOUN
abrasador,scorching,灼热的,ADJ
absolver,to acquit,宣告无罪,VERB
absorto,absorbed,全神贯注的,ADJ
acaparar,to monopolize,垄断,VERB
acarrear,to entail,导致,VERB
acatar,to comply with,遵守,VERB
acechar,to stalk,潜伏,VERB
acecho,ambush,埋伏,NOUN
aclamar,to acclaim,欢呼,VERB
acometer,to undertake,从事,VERB
acreditar,to accredit,认证,VERB
acreedor,creditor,债权人,NOUN
acuñar,to coin,铸造,VERB
adepto,follower,追随者,NOUN
adhesión,adherence,依附,NOUN
adiestramiento,training,训练,NOUN
adiestrar,to train,训练,VERB
adinerado,wealthy,富有的,ADJ
adjudicar,to allocate,分配,VERB
adrede,on purpose,故意地,ADV
adverso,adverse,不利的,ADJ
adyacente,adjacent,邻近的,ADJ
afianzar,to secure,巩固,VERB
afligido,grieved,悲伤的,ADJ
afligir,to afflict,使痛苦,VERB
afluencia,influx,涌入,NOUN
afluente,tributary,支流,NOUN
afín,akin,同类的,ADJ
agnóstico,agnostic,不可知论的,ADJ
agraciado,graceful,优雅的,ADJ
alabanza,praise,赞扬,NOUN
alarde,boast,炫耀,NOUN
alardear,to boast,炫耀,VERB
alborotar,to disturb,打扰,VERB
alegar,to allege,声称,VERB
aletear,to flap,拍打,VERB
aligerar,to lighten,减轻,VERB
allanar,to flatten,夷平,VERB
allegado,relative,亲戚,NOUN
altruismo,altruism,利他主义,NOUN
alusivo,allusive,暗指的,ADJ
alzamiento,uprising,起义,NOUN
ambigüedad,ambiguity,歧义,NOUN
ambivalente,ambivalent,矛盾的,ADJ
ambulante,itinerant,流动的,ADJ
ameno,pleasant,愉快的,ADJ
aminorar,to lessen,减少,VERB
amortiguar,to cushion,缓冲,VERB
amparar,to shelter,庇护,VERB
amparo,protection,庇护,NOUN
analfabeto,illiterate,文盲,ADJ
anarquía,anarchy,无政府状态,NOUN
andadura,journey,历程,NOUN
andamio,scaffold,脚手架,NOUN
anexar,to annex,兼并,VERB
anhelar,to yearn for,渴望,VERB
anhelo,yearning,渴望,NOUN
aniquilar,to annihilate,消灭,VERB
anomalía,anomaly,异常,NOUN
antelación,advance notice,提前,NOUN
antepuesto,placed before,置于前面的,ADJ
antifaz,mask,面具,NOUN
antinatural,unnatural,不自然的,ADJ
antología,anthology,选集,NOUN
antropología,anthropology,人类学,NOUN
análogo,analogous,类似的,ADJ
apadrinar,to sponsor,赞助,VERB
apatía,apathy,冷漠,NOUN
apegado,attached,依恋的,ADJ
apego,attachment,依恋,NOUN
apilar,to stack,堆叠,VERB
apiñarse,to crowd together,挤在一起,VERB
aplazamiento,postponement,延期,NOUN
apodar,to nickname,给...起绰号,VERB
apoderado,proxy,代理人,NOUN
aprensivo,apprehensive,忧虑的,ADJ
apuñalar,to stab,刺,VERB
apático,apathetic,冷漠的,ADJ
arbitrar,to arbitrate,仲裁,VERB
arbitrario,arbitrary,任意的,ADJ
arduo,arduous,艰巨的,ADJ
aridez,aridity,干旱,NOUN
aristocracia,aristocracy,贵族阶级,NOUN
arraigar,to take root,扎根,VERB
arrastre,drag,拖曳,NOUN
arrebato,outburst,爆发,NOUN
arrecife,reef,礁石,NOUN
arrendamiento,lease,租赁,NOUN
arrendar,to rent,出租,VERB
arrojado,bold,大胆的,ADJ
arrojo,boldness,勇敢,NOUN
arrollador,overwhelming,压倒性的,ADJ
arrollar,to crush,碾压,VERB
artificio,artifice,诡计,NOUN
artilugio,gadget,小装置,NOUN
asalariado,salaried,领薪水的,ADJ
ascendencia,ancestry,血统,NOUN
ascendiente,influence,影响力,NOUN
ascensión,ascent,上升,NOUN
asediado,besieged,被围困的,ADJ
asediar,to besiege,围攻,VERB
asedio,siege,围攻,NOUN
asfixiante,suffocating,令人窒息的,ADJ
asimilación,assimilation,同化,NOUN
aspereza,roughness,粗糙,NOUN
astilla,splinter,碎片,NOUN
atajar,to cut short,截断,VERB
atañer,to concern,涉及,VERB
atemorizar,to intimidate,恐吓,VERB
atenuar,to attenuate,减弱,VERB
atesorar,to treasure,珍视,VERB
atestiguar,to testify,作证,VERB
atinar,to hit the mark,猜中,VERB
