German_Lemma,English_Lemma,Chinese_Lemma,POS
befassen,to deal with,从事,VERB
befehlen,to order,命令,VERB
befolgen,to follow,遵守,VERB
befragen,to question,询问,VERB
Befragung,questioning,询问,NOUN
Befreiung,liberation,解放,NOUN
befriedigen,to satisfy,满足,VERB
befriedigend,satisfactory,令人满意的,ADJ
Beförderung,promotion,提升,NOUN
begegnen,to encounter,遇见,VERB
begehen,to commit,犯(罪),VERB
beglaubigen,to certify,公证,VERB
Begleitung,company,陪伴,NOUN
Begriff,concept,概念,NOUN
begründen,to justify,说明理由,VERB
Begründung,justification,理由,NOUN
behaupten,to claim,声称,VERB
beherrschen,to master,掌握,VERB
behilflich,helpful,乐于助人的,ADJ
behutsam,careful,谨慎的,ADJ
Beihilfe,aid,援助,NOUN
beilegen,to enclose,附上,VERB
beiläufig,casual,顺便地,ADV
beistehen,to stand by,支持,VERB
beitragen,to contribute,贡献,VERB
bekennen,to confess,承认,VERB
beklagen,to complain,哀叹,VERB
bekämpfen,to fight,对抗,VERB
beladen,to load,装载,VERB
belanglos,insignificant,无关紧要的,ADJ
belasten,to burden,使负担,VERB
belegen,to occupy,占用,VERB
benachbart,neighboring,邻近的,ADJ
benachrichtigen,to notify,通知,VERB
benennen,to name,命名,VERB
Beobachtung,observation,观察,NOUN
Berufung,calling,使命,NOUN
berücksichtigen,to consider,顾及,VERB
beschaffen,to procure,获取,VERB
beschissen,shitty,糟糕的,ADJ
beschränken,to restrict,限制,VERB
beschäftigen,to occupy,使忙碌,VERB
beseitigen,to eliminate,消除,VERB
Besonderheit,specialty,特殊性,NOUN
Bestimmung,destiny,规定,NOUN
bestärken,to strengthen,加强,VERB
beteuern,to assure,保证,VERB
Betracht,consideration,考虑,NOUN
betreffend,concerning,关于,ADP
betriebsam,busy,繁忙的,ADJ
Betrug,fraud,欺诈,NOUN
beträchtlich,considerable,相当大的,ADJ
betäuben,to anesthetize,麻醉,VERB
beunruhigend,alarming,令人不安的,ADJ
beurteilen,to judge,判断,VERB
Beurteilung,judgment,评价,NOUN
bewahren,to preserve,保存,VERB
bewirken,to cause,引起,VERB
bewohnen,to inhabit,居住,VERB
Bewusstsein,consciousness,意识,NOUN
bezweifeln,to doubt,怀疑,VERB
bezüglich,regarding,关于,ADP
Botschafter,ambassador,大使,NOUN
Branche,industry,行业,NOUN
Brand,fire,火灾,NOUN
deinetwegen,for your sake,为了你,ADV
dennoch,nevertheless,尽管如此,ADV
Diebstahl,theft,盗窃,NOUN
Diener,servant,仆人,NOUN
Doktortitel,doctorate,博士学位,NOUN
Drohung,threat,威胁,NOUN
Dummkopf,fool,傻瓜,NOUN
durchaus,absolutely,完全地,ADV
durchführen,to carry out,实施,VERB
durchgehen,to go through,穿过,VERB
durchsetzen,to enforce,贯彻,VERB
ehren,to honor,尊敬,VERB
eignen,to be suited,适合,VERB
Einbildung,delusion,幻想,NOUN
eingehen,to enter into,达成,VERB
eingreifen,to intervene,干预,VERB
Einigkeit,unity,团结,NOUN
einräumen,to grant,让步,VERB
Einschätzung,assessment,评估,NOUN
einschüchtern,to intimidate,恐吓,VERB
eintreten,to step in,介入,VERB
einweihen,to inaugurate,启用,VERB
einwilligen,to agree,同意,VERB
einwirken,to act on,影响,VERB
empfinden,to feel,感觉,VERB
Empfindung,sensation,感受,NOUN
Empörung,outrage,愤慨,NOUN
entführen,to kidnap,绑架,VERB
Entführer,kidnapper,绑架者,NOUN
Entführung,kidnapping,绑架,NOUN
entgegen,against,逆,ADP
entgehen,to escape,逃脱,VERB
Entschlossenheit,determination,果断,NOUN
entsprechen,to correspond,符合,VERB
Entstehung,origin,起源,NOUN
erbauen,to build,建造,VERB
erbitten,to request,请求,VERB
erbärmlich,pitiful,可怜的,ADJ
erdenken,to devise,设想,VERB
erdulden,to endure,忍受,VERB
erfordern,require,需要,VERB
erforschen,to explore,探究,VERB
erfreuen,to please,使高兴,VERB
erheben,to raise,提出,VERB
Erkenntnis,insight,认识,NOUN
erlassen,to issue,颁布,VERB
ermahnen,to admonish,告诫,VERB
ermitteln,investigate,调查,VERB
Ermittler,investigator,调查员,NOUN
Ermittlung,investigation,调查,NOUN
ermüden,to tire,使疲倦,VERB
ernennen,to appoint,任命,VERB
erproben,to test,试验,VERB
errechnen,to calculate,算出,VERB
erregen,to arouse,引起,VERB
errichten,to erect,建造,VERB
erschaffen,to create,创造,VERB
erschöpfen,to exhaust,使精疲力竭,VERB
Erschütterung,shock,震动,NOUN
erwecken,to awaken,唤醒,VERB
erweisen,to prove,证明,VERB
Erweiterung,expansion,扩展,NOUN
erwidern,to reply,回复,VERB
Erwägung,consideration,考虑,NOUN
erzeugen,to produce,生产,VERB
Erzeugnis,product,产品,NOUN
Ewigkeit,eternity,永恒,NOUN
Existenz,existence,存在,NOUN
Fassung,composure,镇定,NOUN
festigen,to consolidate,巩固,VERB
festlegen,to determine,确定,VERB
festsetzen,to fix,设定,VERB
feststellen,to establish,确定,VERB
Fiktion,fiction,虚构,NOUN
flehen,to plead,恳求,VERB
Folter,torture,酷刑,NOUN
fordern,to demand,要求,VERB
Forderung,demand,要求,NOUN
Forschung,research,研究,NOUN
fortsetzen,to continue,继续,VERB
Furcht,fear,恐惧,NOUN
gefährdet,endangered,濒危的,ADJ
Gegenstand,object,物品,NOUN
Geheimdienst,secret service,情报机构,NOUN
Gemeinde,community,社区,NOUN
Gemeinsamkeit,commonality,共同点,NOUN
Gemeinschaft,community,共同体,NOUN
Gemeinwohl,common good,公共利益,NOUN
Genehmigung,approval,批准,NOUN
Geschrei,screaming,尖叫,NOUN
Geschworene,juror,陪审员,NOUN
Gesichtspunkt,viewpoint,观点,NOUN
Gesinnung,mindset,信念,NOUN
gestalten,to shape,塑造,VERB
gewiss,certain,确定的,ADJ
Gleichberechtigung,equality,平等,NOUN
Gleichheit,equality,平等,NOUN
Gnade,mercy,仁慈,NOUN
Gouverneur,governor,总督,NOUN
Grundsatz,principle,原则,NOUN
Grundstück,property,地产,NOUN
haften,to be liable,负责,VERB
Handel,trade,贸易,NOUN
Handlung,action,行动,NOUN
Harmonie,harmony,和谐,NOUN
Heil,salvation,拯救,NOUN
hemmen,to hinder,阻碍,VERB
herabsetzen,to reduce,降低,VERB
