lang,level,sample_index,csv_line,lemma,english_lemma,chinese_lemma,upos,verdict,notes
nl,A2,1,331,gedrag,behavior,行为,NOUN,keep,clean
nl,A2,2,224,procent,percent,百分比,NOUN,keep,clean
nl,A2,3,13,waarvan,of which,其,PRON,keep,clean
nl,A2,4,290,daarbij,besides,此外,ADV,keep,clean
nl,A2,5,3,alsof,as if,好像,SCONJ,keep,clean
nl,A2,6,121,serie,series,系列,NOUN,keep,clean
nl,A2,7,277,boos,angry,生气的,ADJ,keep,clean
nl,A2,8,163,taal,language,语言,NOUN,keep,clean
nl,A2,9,343,allerlei,all kinds,各种各样的,DET,keep,clean
nl,A2,10,234,vakantie,holiday,假期,NOUN,keep,clean
nl,A2,11,260,mening,opinion,观点,NOUN,keep,clean
nl,A2,12,74,vormen,form,形成,VERB,keep,clean
nl,A2,13,307,generaal,general,将军,NOUN,keep,clean
nl,A2,14,117,mogen,may,可以,AUX,keep,clean
nl,A2,15,131,acht,eight,八,NUM,keep,clean
nl,A2,16,129,wakker,awake,醒着的,ADJ,keep,clean
nl,A2,17,231,hond,dog,狗,NOUN,keep,clean
nl,A2,18,203,verschil,difference,区别,NOUN,keep,clean
nl,A2,19,149,les,lesson,课,NOUN,keep,clean
nl,A2,20,164,voorbeeld,example,例子,NOUN,keep,clean
nl,A2,21,195,gedurende,during,在...期间,ADP,keep,clean
nl,A2,22,296,hoi,hi,嗨,INTJ,keep,clean
nl,A2,23,193,fout,mistake,错误,NOUN,keep,clean
