Chinese_Lemma,English_Lemma,Chinese_Lemma,POS
冲击,to shock,冲击,VERB
冷却,to cool down,冷却,VERB
凌晨,early morning,凌晨,NOUN
凑合,to make do,凑合,VERB
出于,out of,出于,ADP
出局,to be out,出局,VERB
出息,future prospects,出息,AUX
出路,way out,出路,NOUN
出身,family background,出身,NOUN
击败,to defeat,击败,VERB
分散,to scatter,分散,VERB
分明,clearly demarcated,分明,ADJ
分离,to separate,分离,VERB
分辨,to distinguish,分辨,VERB
分量,weight,分量,NOUN
切断,to cut off,切断,VERB
刊登,to publish,刊登,VERB
创立,to establish,创立,VERB
判决,judgment,判决,NOUN
利率,interest rate,利率,NOUN
制止,to curb,制止,VERB
前提,premise,前提,NOUN
前景,prospect,前景,NOUN
前辈,senior,前辈,NOUN
副作用,side effect,副作用,NOUN
劈,to hack,劈,VERB
功劳,contribution,功劳,NOUN
务必,must,务必,ADV
动态,trend,动态,NOUN
动机,motive,动机,NOUN
动身,to set off,动身,VERB
劲头,enthusiasm,劲头,NOUN
勇士,warrior,勇士,NOUN
包围,to surround,包围,VERB
包袱,burden,包袱,NOUN
化石,fossil,化石,NOUN
化肥,fertilizer,化肥,NOUN
化验,to test,化验,VERB
区分,to distinguish,区分,VERB
十足,complete,十足,ADJ
华丽,gorgeous,华丽,ADJ
华侨,overseas Chinese,华侨,NOUN
协助,to assist,协助,VERB
协商,to consult,协商,VERB
协议,agreement,协议,NOUN
博览会,exposition,博览会,NOUN
占据,to occupy,占据,VERB
占有,to possess,占有,VERB
占领,to occupy,占领,VERB
卧底,undercover agent,卧底,NOUN
印刷,to print,印刷,VERB
即便,even if,即便,SCONJ
历代,successive generations,历代,NOUN
压缩,to compress,压缩,VERB
原创,original,原创,ADJ
原始,primitive,原始,ADJ
原理,principle,原理,NOUN
及早,at the earliest possible time,及早,ADV
反之,on the other hand,反之,ADV
反倒,but on the contrary,反倒,ADV
反射,to reflect,反射,VERB
反常,unusual,反常,ADJ
反思,to think back over sth,反思,VERB
反抗,to resist,反抗,VERB
反问,to ask rhetorically,反问,VERB
反馈,to provide feedback,反馈,VERB
发作,to have an attack,发作,VERB
发射,to launch,发射,VERB
发扬,to carry forward,发扬,VERB
发育,to develop,发育,VERB
受害人,victim,受害人,NOUN
受罪,to suffer,受罪,VERB
变质,to deteriorate,变质,VERB
口腔,oral cavity,口腔,NOUN
古怪,eccentric,古怪,ADJ
古董,antique,古董,NOUN
可恶,detestable,可恶,ADJ
可悲,pathetic,可悲,ADJ
可疑,suspicious,可疑,ADJ
可行,feasible,可行,ADJ
司令,commanding officer,司令,NOUN
叼,to hold in the mouth,叼,VERB
吃力,to entail strenuous effort,吃力,ADJ
合伙,to act jointly,合伙,VERB
