Chinese_Lemma,English_Lemma,Chinese_Lemma,POS
买下,buy,买下,VERB
事儿,thing,事儿,NOUN
互联网,the Internet,互联网,NOUN
亲,to kiss,亲,VERB
人人,everyone,人人,NOUN
人家,other people,人家,NOUN
人民,people,人民,NOUN
从不,never,从不,ADV
从小,from childhood,从小,ADV
付,to pay,付,VERB
价钱,price,价钱,NOUN
位子,seat,位子,NOUN
作家,writer,作家,NOUN
例子,example,例子,NOUN
倒下,to fall down,倒下,VERB
假期,vacation,假期,NOUN
做事,to work,做事,VERB
做梦,to dream,做梦,VERB
停,to stop,停,VERB
停车,to park,停车,VERB
停车场,parking lot,停车场,NOUN
偷,to steal,偷,VERB
偷偷,secretly,偷偷,ADV
偷走,to steal away,偷走,VERB
全世界,whole world,全世界,NOUN
全国,nationwide,全国,NOUN
全家,whole family,全家,NOUN
全身,whole body,全身,NOUN
公路,highway,公路,NOUN
关上,to close,关上,VERB
关掉,to turn off,关掉,VERB
其它,other,其它,PRON
养,to raise,养,VERB
内衣,underwear,内衣,NOUN
再也,no longer,再也,ADV
出门,to go out,出门,VERB
分开,to separate,分开,VERB
分手,to break up,分手,VERB
刚好,just right,刚好,ADV
到时候,when the time comes,到时候,ADV
剩下,to be left over,剩下,VERB
剪,to cut,剪,VERB
办,to handle,办,VERB
办事,to handle affairs,办事,VERB
功课,homework,功课,NOUN
加油,to cheer on,加油,VERB
区,district,区,NOUN
午餐,lunch,午餐,NOUN
半夜,midnight,半夜,NOUN
卖掉,to sell,卖掉,VERB
南方,south,南方,NOUN
厨师,chef,厨师,NOUN
变,to change,变,VERB
口袋,pocket,口袋,NOUN
只是,just,只是,ADV
只有,only,只有,ADV
叫做,be called,叫做,VERB
叫醒,wake up,叫醒,VERB
各位,everyone,各位,PRON
同样,same,同样,ADJ
听懂,to understand by listening,听懂,VERB
听话,obedient,听话,ADJ
吸,to inhale,吸,VERB
吸烟,to smoke,吸烟,VERB
员工,employee,员工,NOUN
咱,we,咱,PRON
哪些,which ones,哪些,PRON
哪位,who (polite),哪位,PRON
国王,king,国王,NOUN
图片,picture,图片,NOUN
地下,underground,地下,NOUN
地板,floor,地板,NOUN
大叔,uncle,大叔,NOUN
大哥,elder brother,大哥,NOUN
大多数,majority,大多数,NOUN
大小,size,大小,NOUN
大楼,building,大楼,NOUN
大海,sea,大海,NOUN
大街,main street,大街,NOUN
大部分,most,大部分,NOUN
大门,gate,大门,NOUN
天天,every day,天天,ADV
女友,girlfriend,女友,NOUN
女性,female,女性,NOUN
好好,properly,好好,ADV
好笑,funny,好笑,ADJ
好运,good luck,好运,NOUN
长大,to grow up,长大,VERB
查,to check,查,VERB
碰,to touch,碰,VERB
带去,to take,带去,VERB
追,to chase,追,VERB
留下,to leave,留下,VERB
睡着,to fall asleep,睡着,VERB
路过,to pass by,路过,VERB
交给,to hand over,交给,VERB
星,star,星,NOUN
烦,annoying,烦,ADJ
父母,parent,父母,NOUN
找出,to find,找出,VERB
等等,etc,等等,NOUN
闭嘴,to shut up,闭嘴,VERB
躲,to hide,躲,VERB
选,to choose,选,VERB
就像,just like,就像,ADP
放下,to put down,放下,VERB
侄儿,nephew,侄儿,NOUN
开会,hold a meeting,开会,VERB
开除,to expel,开除,VERB
市,city,市,NOUN
度,degree,度,NOUN
定,to set,定,VERB
当中,among,当中,ADP
帐篷,tent,帐篷,NOUN
平安,safe,平安,ADJ
室友,roommate,室友,NOUN
岳父,father-in-law,岳父,NOUN
嫂子,older brother's wife,嫂子,NOUN
媳妇,daughter-in-law,媳妇,NOUN
家长,parent,家长,NOUN
家伙,guy,家伙,NOUN
尴尬,awkward,尴尬,ADJ
想法,idea,想法,NOUN
懂得,to understand,懂得,VERB
感到,to feel,感到,VERB
战胜,to defeat,战胜,VERB
心疼,to love dearly,心疼,VERB
惩罚,to punish,惩罚,VERB
思念,to miss,思念,VERB
忍受,to endure,忍受,VERB
派对,party,派对,NOUN
快递,express delivery,快递,NOUN
公交车,bus,公交车,NOUN
红绿灯,traffic light,红绿灯,NOUN
看望,visit,看望,VERB
打仗,to fight,打仗,VERB
侄子,nephew,侄子,NOUN
如何,how,如何,ADV
上当,to be taken in,上当,VERB
不安,uneasy,不安,ADJ
不见得,not necessarily,不见得,ADV
专家,expert,专家,NOUN
个性,individuality,个性,NOUN
举,to lift,举,VERB
书架,bookshelf,书架,NOUN
以及,as well as,以及,CCONJ
以来,since,以来,PART
优美,graceful,优美,ADJ
传说,legend,传说,NOUN
伸,to stretch,伸,VERB
似乎,seemingly,似乎,ADV
假装,to pretend,假装,VERB
傍晚,evening,傍晚,NOUN
充满,to be full of,充满,VERB
光临,to visit,光临,VERB
全面,comprehensive,全面,ADJ
关闭,to close,关闭,VERB
决心,determination,决心,NOUN
决赛,finals,决赛,NOUN
出色,outstanding,出色,ADJ
创造,to create,创造,VERB
到达,to arrive,到达,VERB
制作,to make,制作,VERB
占线,busy (telephone line),占线,VERB
卷,to roll up,卷,VERB
双方,both parties,双方,NOUN
发言,to make a speech,发言,VERB
古代,ancient times,古代,NOUN
古老,ancient,古老,ADJ
可靠,reliable,可靠,ADJ
各自,each,各自,PRON
合影,group photo,合影,NOUN
名牌,famous brand,名牌,NOUN
吻,to kiss,吻,VERB
告别,to say goodbye,告别,VERB
商品,commodity,商品,NOUN
善良,kind,善良,ADJ
国籍,nationality,国籍,NOUN
土地,land,土地,NOUN
地道,authentic,地道,ADJ
坚强,strong,坚强,ADJ
士兵,soldier,士兵,NOUN
声调,tone,声调,NOUN
壶,pot,壶,NOUN
夜,night,夜,NOUN
大型,large-scale,大型,ADJ
天真,naive,天真,ADJ
夹子,clip,夹子,NOUN
娱乐,entertainment,娱乐,NOUN
字幕,subtitle,字幕,NOUN
存在,to exist,存在,VERB
安慰,to comfort,安慰,VERB
实现,to achieve,实现,VERB
实用,practical,实用,ADJ
对方,counterpart,对方,NOUN
对象,target,对象,NOUN
寺庙,temple,寺庙,NOUN
寻找,to seek,寻找,VERB
尊敬,to respect,尊敬,VERB
岸,bank,岸,NOUN
工业,industry,工业,NOUN
建立,to establish,建立,VERB
建筑,to construct,建筑,VERB
开发,to develop,开发,VERB
开放,to open up,开放,VERB
形象,image,形象,NOUN
心理,psychology,心理,NOUN
必要,necessary,必要,ADJ
志愿者,volunteer,志愿者,NOUN
思想,thought,思想,NOUN
总之,in a word,总之,ADV
总算,at long last,总算,ADV
恐怖,terrifying,恐怖,ADJ
意义,meaning,意义,NOUN
成语,idiom,成语,NOUN
成长,to grow up,成长,VERB
扇子,fan,扇子,NOUN
手工,handicraft,手工,NOUN
扶,to support with the hand,扶,VERB
抽屉,drawer,抽屉,NOUN
拥抱,to embrace,拥抱,VERB
指导,to guide,指导,VERB
挡,to block,挡,VERB
控制,to control,控制,VERB
提问,to question,提问,VERB
摄影,photography,摄影,NOUN
支,to support,支,VERB
文学,literature,文学,NOUN
无数,countless,无数,ADJ
日常,daily,日常,ADJ
时代,era,时代,NOUN
时尚,fashion,时尚,NOUN
明显,obvious,明显,ADJ
是否,whether or not,是否,SCONJ
服装,clothing,服装,NOUN
某,certain,某,ADJ
标点,punctuation,标点,NOUN
梳子,comb,梳子,NOUN
棉花,cotton,棉花,NOUN
欣赏,to appreciate,欣赏,VERB
池子,pond,池子,NOUN
油炸,to deep-fry,油炸,VERB
游览,sightsee,游览,VERB
满足,satisfy,满足,VERB
火柴,match,火柴,NOUN
灰,ash,灰,NOUN
热心,enthusiastic,热心,ADJ
热爱,love ardently,热爱,VERB
爱心,love,爱心,NOUN
班主任,head teacher,班主任,NOUN
生产,to produce,生产,VERB
电台,radio station,电台,NOUN
疯狂,crazy,疯狂,ADJ
痒,to itch,痒,VERB
痛苦,pain,痛苦,NOUN
的确,really,的确,ADV
相处,to be in contact with,相处,VERB
相当,equivalent to,相当,ADJ
眉毛,eyebrow,眉毛,NOUN
着凉,to catch cold,着凉,VERB
睁,to open (one's eyes),睁,VERB
砍,to chop,砍,VERB
硬币,coin,硬币,NOUN
磁带,cassette tape,磁带,NOUN
祝福,blessing,祝福,NOUN
立即,immediately,立即,ADV
等于,to equal,等于,VERB
等待,to wait,等待,VERB
管子,tube,管子,NOUN
类,kind,类,NOUN
绳子,rope,绳子,NOUN
罐头,canned food,罐头,NOUN
罚款,to fine,罚款,VERB
松开,to release,松开,VERB
一时,temporarily,一时,ADV
不免,inevitably,不免,ADV
不足,insufficient,不足,ADJ
业务,business,业务,NOUN
丝毫,the slightest amount or degree,丝毫,ADV
个别,individual,个别,ADJ
中介,to act as intermediary,中介,NOUN
中旬,middle third of a month,中旬,NOUN
主张,to advocate,主张,VERB
主持,to take charge of,主持,VERB
主观,subjective,主观,ADJ
义务,duty,义务,NOUN
乘,to take,乘,VERB
争论,to argue,争论,VERB
事物,thing,事物,NOUN
交际,socializing,交际,NOUN
人事,personnel,人事,NOUN
从事,to engage in,从事,VERB
从而,thereby,从而,ADV
仿佛,as if,仿佛,ADV
企图,to attempt,企图,VERB
传播,to disseminate,传播,VERB
传递,to transmit,传递,VERB
体现,to embody,体现,VERB
体积,volume,体积,NOUN
何况,let alone,何况,CCONJ
依然,still,依然,ADV
侵略,to invade,侵略,VERB
促使,to urge,促使,VERB
充分,sufficient,充分,ADJ
光明,bright,光明,ADJ
光荣,glorious,光荣,ADJ
公元,Common Era,公元,NOUN
关怀,to care for,关怀,VERB
具备,to possess,具备,VERB
内科,internal medicine,内科,NOUN
册,volume,册,NOUN
再三,repeatedly,再三,ADV
军事,military affairs,军事,NOUN
凡是,all,凡是,DET
出席,to attend,出席,VERB
出版,to publish,出版,VERB
分布,to distribute,分布,VERB
分配,to distribute,分配,VERB
利息,interest,利息,NOUN
利润,profit,利润,NOUN
利益,benefit,利益,NOUN
制定,to formulate,制定,VERB
制度,system,制度,NOUN
刺激,to stimulate,刺激,VERB
刻苦,hardworking,刻苦,ADJ
勤劳,hardworking,勤劳,ADJ
勤奋,hardworking,勤奋,ADJ
包含,to contain,包含,VERB
匹,classifier for horses,匹,NUM
华裔,ethnic Chinese,华裔,NOUN
协调,to coordinate,协调,VERB
单纯,simple pure,单纯,ADJ
单调,monotonous,单调,ADJ
危害,to jeopardize to harm,危害,VERB
原料,raw material,原料,NOUN
县,county,县,NOUN
发挥,to display to bring into play,发挥,VERB
叙述,to relate to narrate,叙述,VERB
召开,to convene,召开,VERB
可见,it can be seen,可见,ADV
台阶,steps,台阶,NOUN
名胜,scenic spot,名胜,NOUN
否定,to deny,否定,VERB
否认,to deny,否认,VERB
启发,to enlighten,启发,VERB
吸收,to absorb,吸收,VERB
周到,thoughtful,周到,ADJ
咨询,to consult,咨询,VERB
品种,breed,品种,NOUN
善于,to be good at,善于,VERB
嘉宾,esteemed guest,嘉宾,NOUN
因素,factor,因素,NOUN
因而,therefore,因而,ADV
围绕,to revolve around,围绕,VERB
固体,solid,固体,NOUN
地位,status,地位,NOUN
均匀,even,均匀,ADJ
坚决,resolute,坚决,ADJ
坦率,frank,坦率,ADJ
培养,to cultivate,培养,VERB
外交,diplomacy,外交,NOUN
失业,to lose one's job,失业,VERB
奋斗,to strive,奋斗,VERB
如今,nowadays,如今,ADV
妨碍,to hinder,妨碍,VERB
始终,from beginning to end,始终,ADV
委托,to entrust,委托,VERB
威胁,to threaten,威胁,VERB
婚姻,marriage,婚姻,NOUN
学术,academic,学术,ADJ
学问,learning,学问,NOUN
完善,perfect,完善,ADJ
宗教,religion,宗教,NOUN
宝贵,valuable,宝贵,ADJ
实行,to implement,实行,VERB
实践,to practice,实践,VERB
客观,objective,客观,ADJ
宣传,to publicize,宣传,VERB
宴会,banquet,宴会,NOUN
密切,close,密切,ADJ
对手,opponent,对手,NOUN
对比,to contrast,对比,VERB
导致,to lead to,导致,VERB
寿命,life span,寿命,NOUN
射击,to shoot,射击,VERB
小麦,wheat,小麦,NOUN
尖锐,sharp,尖锐,ADJ
届,session,届,NOUN
展开,to unfold,展开,VERB
巧妙,ingenious,巧妙,ADJ
