Chinese_Lemma,English_Lemma,Chinese_Lemma,POS
供不应求,supply does not meet demand,供不应求,ADJ
供给,to supply,供给,VERB
依托,to rely on,依托,VERB
俘虏,captive,俘虏,NOUN
信誉,reputation,信誉,NOUN
倘若,provided that,倘若,SCONJ
借鉴,to draw on the experience of,借鉴,VERB
倡导,to advocate,倡导,VERB
倡议,to propose,倡议,VERB
债券,bond,债券,NOUN
倾斜,to incline,倾斜,VERB
假使,if,假使,SCONJ
偏僻,remote,偏僻,ADJ
偏差,deviation,偏差,NOUN
做东,to act as host,做东,VERB
停泊,to anchor,停泊,VERB
停滞,to stagnate,停滞,VERB
偿还,to repay,偿还,VERB
储备,reserves,储备,NOUN
储存,stockpile,储存,NOUN
僵硬,stiff,僵硬,ADJ
元首,head of state,元首,NOUN
充当,to serve as,充当,VERB
充沛,abundant,充沛,ADJ
光辉,radiance,光辉,NOUN
免疫,immunity,免疫,NOUN
兢兢业业,cautious and conscientious,兢兢业业,ADJ
入侵,to invade,入侵,VERB
全局,overall situation,全局,NOUN
公然,openly,公然,ADV
公爵,duke,公爵,NOUN
公证,notarization,公证,NOUN
共计,to total,共计,VERB
兴旺,prosperous,兴旺,ADJ
兴隆,prosperous,兴隆,ADJ
内幕,inside story,内幕,NOUN
内涵,connotation,内涵,NOUN
再接再厉,to make persistent efforts,再接再厉,VERB
冒充,to pretend to be,冒充,VERB
冷酷,callous,冷酷,ADJ
冻结,to freeze,冻结,VERB
凄凉,desolate,凄凉,ADJ
准则,norm,准则,NOUN
凝固,to solidify,凝固,VERB
凝聚,to condense,凝聚,VERB
凝视,to gaze,凝视,VERB
凶恶,fierce,凶恶,ADJ
凹凸,uneven,凹凸,ADJ
出神,to be entranced,出神,VERB
分寸,propriety,分寸,NOUN
分歧,disagreement,分歧,NOUN
分泌,to secrete,分泌,VERB
分红,to receive a bonus,分红,VERB
分裂,to split,分裂,VERB
分解,to decompose,分解,VERB
切实,practical,切实,ADJ
刊物,publication,刊物,NOUN
刑事,criminal,刑事,ADJ
划分,to divide,划分,VERB
列举,to list,列举,VERB
利害,pros and cons,利害,NOUN
别致,unique,别致,ADJ
制约,to restrict,制约,VERB
制裁,to punish,制裁,VERB
制订,to work out,制订,VERB
刹那,instant,刹那,NOUN
刻不容缓,to brook no delay,刻不容缓,ADJ
削弱,to weaken,削弱,VERB
剥削,to exploit,剥削,VERB
剧烈,violent,剧烈,ADJ
剪彩,to cut the ribbon,剪彩,VERB
力争,to work hard for,力争,VERB
力图,to try hard to,力图,VERB
力所能及,within one's power,力所能及,ADJ
功效,efficacy,功效,NOUN
加剧,to intensify,加剧,VERB
务实,pragmatic,务实,ADJ
动员,to mobilize,动员,VERB
动脉,artery,动脉,NOUN
动荡,unrest,动荡,NOUN
势力,power,势力,NOUN
势必,bound to,势必,ADV
勇于,to dare to,勇于,VERB
勉励,to encourage,勉励,VERB
勒,to tighten,勒,VERB
勘探,to explore,勘探,VERB
勤俭,thrifty,勤俭,ADJ
勤恳,diligent,勤恳,ADJ
勾结,to collude,勾结,VERB
包庇,to shield,包庇,VERB
匪徒,bandit,匪徒,NOUN
半途而废,to give up halfway,半途而废,VERB
卑鄙,despicable,卑鄙,ADJ
卓越,outstanding,卓越,ADJ
博大精深,broad and profound,博大精深,ADJ
历来,always,历来,ADV
压制,to suppress,压制,VERB
压抑,to repress,压抑,VERB
压榨,to squeeze,压榨,VERB
压迫,to oppress,压迫,VERB
厌倦,to be tired of,厌倦,VERB
厌恶,to loathe,厌恶,VERB
原告,plaintiff,原告,NOUN
参照,to consult a reference,参照,VERB
参议员,senator,参议员,NOUN
反动,reactionary,反动,ADJ
反驳,to refute,反驳,VERB
取缔,to ban,取缔,VERB
变故,unexpected event,变故,NOUN
变迁,change,变迁,NOUN
叛徒,traitor,叛徒,NOUN
召唤,summon,召唤,VERB
叮嘱,urge,叮嘱,VERB
可卡因,cocaine,可卡因,NOUN
可观,considerable,可观,ADJ
号召,to call,号召,VERB
司法,judicial,司法,NOUN
各抒己见,everyone gives their own view,各抒己见,VERB
合乎,to accord with,合乎,VERB
名誉,reputation,名誉,NOUN
后勤,logistics,后勤,NOUN
后顾之忧,worries about the rear,后顾之忧,NOUN
吝啬,stingy,吝啬,ADJ
吞咽,swallow,吞咽,VERB
否决,veto,否决,VERB
吩咐,order,吩咐,VERB
