French_Lemma,English_Lemma,Chinese_Lemma,POS
rassurant,reassuring,令人安心的,ADJ
rassurer,to reassure,使安心,VERB
rater,to miss,错过,VERB
rattraper,to catch up with,赶上,VERB
ravi,delighted,高兴的,ADJ
rayon,department,部门,NOUN
rayé,striped,有条纹的,ADJ
recette,recipe,食谱,NOUN
recherche,research,研究,NOUN
rechercher,to search for,寻找,VERB
reconnaître,to recognize,认出,VERB
recoudre,to sew again,重缝,VERB
refaire,to redo,重做,VERB
refuser,to refuse,拒绝,VERB
regretter,to regret,后悔,VERB
rejoindre,to join,加入,VERB
relation,relationship,关系,NOUN
relever,to lift,抬起,VERB
remarque,remark,评论,NOUN
remarquer,to notice,注意到,VERB
rembourser,to reimburse,偿还,VERB
remise,discount,折扣,NOUN
remonter,to go up again,重新上去,VERB
remplacer,to replace,取代,VERB
renseignement,piece of information,信息,NOUN
renseigner,to inform,告知,VERB
rentrée,start of school year,开学,NOUN
renverser,to overturn,打翻,VERB
renvoyer,to dismiss,解雇,VERB
repassage,ironing,熨烫,NOUN
repasser,to iron,熨烫,VERB
reportage,news report,新闻报道,NOUN
repos,rest,休息,NOUN
reposer,to rest,休息,VERB
reprendre,to resume,重新开始,VERB
représenter,to represent,代表,VERB
respecter,to respect,尊重,VERB
responsable,responsible,负责任的,ADJ
ressembler,to resemble,像,VERB
ressentir,to feel,感觉,VERB
retarder,to delay,推迟,VERB
retirer,to withdraw,取出,VERB
retraite,retirement,退休,NOUN
richesse,wealth,财富,NOUN
ride,wrinkle,皱纹,NOUN
ridicule,ridiculous,荒谬的,ADJ
rigoler,to joke,开玩笑,VERB
risque,risk,风险,NOUN
risquer,to risk,冒险,VERB
robinet,tap,水龙头,NOUN
rocher,rock,岩石,NOUN
romain,Roman,罗马的,ADJ
rond-point,roundabout,环岛,NOUN
ronfler,to snore,打鼾,VERB
ruban,ribbon,丝带,NOUN
ruisseau,brook,小溪,NOUN
rythme,rhythm,节奏,NOUN
réaction,reaction,反应,NOUN
réaliser,to achieve,实现,VERB
réalité,reality,现实,NOUN
récent,recent,最近的,ADJ
réception,reception,接待,NOUN
récréation,recreation,娱乐,NOUN
récupérer,to recover,恢复,VERB
réduction,reduction,减少,NOUN
réduire,to reduce,减少,VERB
réel,real,真实的,ADJ
régime,regime,政权,NOUN
régional,regional,区域的,ADJ
régler,to settle,解决,VERB
régulier,regular,规律的,ADJ
réparation,repair,修理,NOUN
république,republic,共和国,NOUN
répétition,repetition,重复,NOUN
réseau,network,网络,NOUN
réservé,reserved,保留的,ADJ
résultat,result,结果,NOUN
résumer,to summarize,总结,VERB
résumé,summary,摘要,NOUN
réunion,meeting,会议,NOUN
réunir,to gather,聚集,VERB
réussite,success,成功,NOUN
réviser,to revise,复习,VERB
révolution,revolution,革命,NOUN
rôle,role,角色,NOUN
sain,healthy,健康的,ADJ
salaire,salary,工资,NOUN
saluer,to greet,问候,VERB
sauf,except,除了,ADP
scientifique,scientific,科学的,ADJ
scolaire,school,学校的,ADJ
scène,scene,场景,NOUN
scénario,screenplay,剧本,NOUN
selon,according to,根据,ADP
semblable,similar,相似的,ADJ
sembler,to seem,似乎,VERB
sens,sense,意义,NOUN
sensibilité,sensitivity,敏感性,NOUN
sensible,sensitive,敏感的,ADJ
sentier,path,小径,NOUN
sentiment,feeling,情感,NOUN
sexe,sex,性别,NOUN
sexuel,sexual,性的,ADJ
signe,sign,标志,NOUN
silencieux,silent,安静的,ADJ
simplement,simply,简单地,ADV
sincère,sincere,真诚的,ADJ
sincèrement,sincerely,真诚地,ADV
situer,to locate,定位,VERB
situé,located,位于,ADJ
société,society,社会,NOUN
soin,care,照顾,NOUN
solide,solid,坚固的,ADJ
sombre,dark,黑暗的,ADJ
somme,sum,总和,NOUN
sorte,kind,种类,NOUN
souci,worry,担忧,NOUN
souffle,breath,呼吸,NOUN
souffrir,to suffer,忍受,VERB
souhaiter,to wish,希望,VERB
soulagé,relieved,宽慰的,ADJ
soulever,to lift,举起,VERB
souligner,to emphasize,强调,VERB
soutenir,to support,支持,VERB
soutien,support,支持,NOUN
spectateur,spectator,观众,NOUN
spécialement,especially,特别地,ADV
stage,internship,实习,NOUN
stationnement,parking,停车,NOUN
stopper,to stop,停止,VERB
suffire,to suffice,足够,VERB
sujet,subject,主题,NOUN
survivre,to survive,幸存,VERB
synonyme,synonym,同义词,NOUN
sécurité,security,安全,NOUN
sérieux,serious,严肃的,ADJ
tempête,storm,暴风雨,NOUN
terminer,to finish,结束,VERB
terre,earth,土地,NOUN
texte,text,文本,NOUN
théâtre,theater,剧院,NOUN
timide,shy,害羞的,ADJ
tonnerre,thunder,雷声,NOUN
tort,wrong,错误,NOUN
tourisme,tourism,旅游业,NOUN
traverser,to cross,穿过,VERB
tristesse,sadness,悲伤,NOUN
université,university,大学,NOUN
utile,useful,有用的,ADJ
écarter,to set aside,排除,VERB
échapper,to escape,逃跑,VERB
éclair,lightning flash,闪电,NOUN
éduquer,to educate,教育,VERB
éloigner,to move away,移开,VERB
évoquer,to evoke,唤起,VERB
aboutir,to lead to,通向,VERB
absolu,absolute,绝对的,ADJ
abus,abuse,滥用,NOUN
accuser,to accuse,指控,VERB
accéder,to access,进入,VERB
acquérir,to acquire,获得,VERB
admettre,to admit,承认,VERB
adversaire,opponent,对手,NOUN
affichage,display,展示,NOUN
afficher,to display,显示,VERB
affirmer,to assert,断言,VERB
afin que,so that,以便,SCONJ
agacement,annoyance,恼怒,NOUN
agaçant,annoying,令人恼火的,ADJ
agricole,agricultural,农业的,ADJ
aise,ease,舒适,NOUN
alimentaire,food,食品的,ADJ
allié,ally,盟友,NOUN
ambassadeur,ambassador,大使,NOUN
amende,fine,罚款,NOUN
amélioration,improvement,改善,NOUN
aménagement,development,规划,NOUN
angoissant,distressing,令人焦虑的,ADJ
angoissé,anxious,焦虑的,ADJ
annuel,annual,每年的,ADJ
antidouleur,painkiller,止痛药,NOUN
apercevoir,to catch sight of,瞥见,VERB
apparemment,apparently,显然,ADV
apparence,appearance,外表,NOUN
apparition,appearance,出现,NOUN
apprentissage,learning,学习,NOUN
appui,support,支持,NOUN
arc,bow,弓,NOUN
assaisonner,to season,调味,VERB
associé,partner,合伙人,NOUN
atmosphère,atmosphere,气氛,NOUN
attarder,to delay,耽搁,VERB
attentat,attack,袭击,NOUN
attestation,certificate,证明,NOUN
aube,dawn,黎明,NOUN
auberge,inn,小旅馆,NOUN
augmentation,increase,增加,NOUN
auquel,to which,对哪个,PRON
autonomie,autonomy,自主,NOUN
autorisation,authorization,授权,NOUN
autrefois,formerly,从前,ADV
avouer,to admit,承认,VERB
axe,axis,轴,NOUN
bande-annonce,trailer,预告片,NOUN
bassin,basin,盆地,NOUN
bloc,block,块,NOUN
borné,narrow-minded,狭隘的,ADJ
boucle,loop,环,NOUN
bouleversant,deeply moving,令人感动的,ADJ
bourgeon,bud,芽,NOUN
bourse,scholarship,奖学金,NOUN
bretelle,strap,背带,NOUN
brut,raw,生的,ADJ
bulletin,report card,成绩单,NOUN
bénéfice,profit,利润,NOUN
candidature,application,申请,NOUN
canicule,heatwave,酷暑,NOUN
capacité,capacity,容量,NOUN
caractéristique,characteristic,特征,NOUN
carrément,downright,干脆地,ADV
case,square,格子,NOUN
catégorie,category,类别,NOUN
censé,supposed to,理应,ADJ
cependant,however,然而,ADV
cesser,to cease,停止,VERB
chantier,construction site,建筑工地,NOUN
chapelle,chapel,小教堂,NOUN
charme,charm,魅力,NOUN
charte,charter,宪章,NOUN
chevalier,knight,骑士,NOUN
chronique,chronic,慢性的,ADJ
chuchoter,to whisper,低语,VERB
chéquier,checkbook,支票簿,NOUN
cible,target,目标,NOUN
cimetière,cemetery,墓地,NOUN
circonstance,circumstance,情况,NOUN
citer,to quote,引用,VERB
claque,slap,耳光,NOUN
collectif,collective,集体的,ADJ
combattre,to fight,战斗,VERB
commandant,commander,指挥官,NOUN
commettre,to commit,犯（罪）,VERB
commissaire,commissioner,专员,NOUN
communiqué,press release,公报,NOUN
communiste,communist,共产主义者,NOUN
compagnon,companion,同伴,NOUN
comparaison,comparison,比较,NOUN
comporter,to involve,包含,VERB
compostage,ticket validation,检票,NOUN
compromis,compromise,妥协,NOUN
compétence,competence,能力,NOUN
conception,design,设计,NOUN
concevoir,to design,设计,VERB
conclure,to conclude,得出结论,VERB
conflit,conflict,冲突,NOUN
congeler,to freeze,冷冻,VERB
consacrer,to devote,致力于,VERB
conservateur,conservative,保守的,ADJ
considérer,to consider,考虑,VERB
consister,to consist,在于,VERB
consoler,to console,安慰,VERB
consommateur,consumer,消费者,NOUN
constater,to note,注意到,VERB
constituer,to constitute,构成,VERB
conséquence,consequence,后果,NOUN
conséquent,substantial,相当大的,ADJ
contester,to contest,质疑,VERB
contraindre,to constrain,强迫,VERB
contre-argument,counterargument,反论点,NOUN
convaincre,to convince,说服,VERB
convenir,to suit,适合,VERB
coopération,cooperation,合作,NOUN
correspondant,correspondent,通讯员,NOUN
coupable,guilty,有罪的,ADJ
courbature,muscle ache,肌肉酸痛,NOUN
couture,sewing,缝纫,NOUN
covoiturage,carpooling,拼车,NOUN
craquer,to crack,破裂,VERB
critère,criterion,标准,NOUN
cuir,leather,皮革,NOUN
culte,worship,崇拜,NOUN
cérémonie,ceremony,典礼,NOUN
de peur que,lest,唯恐,SCONJ
de sorte que,so that,以便,SCONJ
destin,fate,命运,NOUN
destiner,to intend,打算,VERB
dette,debt,债务,NOUN
dicter,to dictate,口授,VERB
dicton,saying,谚语,NOUN
diffusion,broadcasting,广播,NOUN
digne,worthy,值得的,ADJ
digérer,to digest,消化,VERB
dingue,crazy,疯狂的,ADJ
discret,discreet,谨慎的,ADJ
discrètement,discreetly,谨慎地,ADV
disparition,disappearance,消失,NOUN
disposer,to have at one's disposal,拥有,VERB
dispositif,device,装置,NOUN
disposition,arrangement,安排,NOUN
diversité,diversity,多样性,NOUN
donnée,data,数据,NOUN
duquel,of which,关于哪个,PRON
durable,sustainable,可持续的,ADJ
déborder,to overflow,溢出,VERB
déboucher,to unblock,疏通,VERB
débrouillard,resourceful,机灵的,ADJ
déception,disappointment,失望,NOUN
décevoir,to disappoint,使失望,VERB
décor,decor,布景,NOUN
déduire,to deduce,推断,VERB
déesse,goddess,女神,NOUN
déguiser,to disguise,伪装,VERB
délai,time limit,期限,NOUN
démission,resignation,辞职,NOUN
démocratique,democratic,民主的,ADJ
dépannage,repair,维修,NOUN
dépense,expense,开支,NOUN
déplacement,travel,出行,NOUN
déplaire,to displease,使不悦,VERB
