Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
تصريح,statement,声明,NOUN
ندوة,seminar,研讨会,NOUN
تغطية,coverage,新闻报道,NOUN
تحقيق,investigation,调查,NOUN
معارضة,opposition,反对派,NOUN
أغلبية,majority,多数,NOUN
تعديل,amendment,修正案,NOUN
مظاهرة,demonstration,示威,NOUN
مطلب,demand,要求,NOUN
فساد,corruption,腐败,NOUN
رشوة,bribe,贿赂,NOUN
اتهام,accusation,指控,NOUN
انتقد,to criticize,批评,VERB
دبلوماسية,diplomacy,外交,NOUN
توتر,tension,紧张,NOUN
كارثة,disaster,灾难,NOUN
ضحية,victim,受害者,NOUN
إرهاب,terrorism,恐怖主义,NOUN
مخدرات,drugs,毒品,NOUN
واقعة,incident,事件,NOUN
مفاوضات,negotiations,谈判,NOUN
دستور,constitution,宪法,NOUN
سلمي,peaceful,和平的,ADJ
مسيرة,march,游行,NOUN
طوارئ,emergency,紧急情况,NOUN
تحذير,warning,警告,NOUN
انفجار,explosion,爆炸,NOUN
إقليم,province,省,NOUN
بطالة,unemployment,失业,NOUN
مستثمر,investor,投资者,NOUN
سهم,share,股份,NOUN
ميزانية,budget,预算,NOUN
رسوم,fees,费用,NOUN
أجر,wage,工资,NOUN
تكلفة,cost,成本,NOUN
غلاء,expensiveness,昂贵,NOUN
منافسة,competition,竞争,NOUN
صفقة,deal,交易,NOUN
تمويل,financing,融资,NOUN
شراكة,partnership,合伙,NOUN
تصدير,export,出口,NOUN
استيراد,import,进口,NOUN
استورد,import,进口,VERB
تسويق,marketing,营销,NOUN
تفاوض,negotiation,谈判,NOUN
فلاحة,agriculture,农业,NOUN
معدن,mineral,矿物,NOUN
استقرار,stability,稳定,NOUN
مؤشر,indicator,指标,NOUN
ناتج,output,产出,NOUN
تسليم,delivery,交付,NOUN
مصاريف,expenses,费用,NOUN
استهلاك,consumption,消费,NOUN
مَحْصُول,harvest/crop,收成/作物,NOUN
تحويل,transfer,转账,NOUN
ضَمَان,guarantee,担保,NOUN
