csv_line,lemma,english_lemma,chinese_lemma,upos,lang,level,sample_index,verdict,notes
603,بل,rather/on the contrary,而是/相反,CCONJ,ar,B2,1,keep,clean
1764,عشوائيا,randomly,随机地,ADV,ar,B2,2,keep,clean
274,دعوى,lawsuit,诉讼,NOUN,ar,B2,3,keep,clean
1025,تكاثف,condensation,凝结,NOUN,ar,B2,4,keep,clean
743,بنكرياس,pancreas,胰腺,NOUN,ar,B2,5,keep,clean
560,بخصوص,regarding,关于,ADP,ar,B2,6,keep,clean
1346,ريثما,until,直到,SCONJ,ar,B2,7,keep,clean
1830,لزق,stick,粘,VERB,ar,B2,8,keep,clean
1806,مقدد,dried cured,风干的,ADJ,ar,B2,9,keep,clean
881,ارتجال,improvisation,即兴表演,NOUN,ar,B2,10,keep,clean
419,استغلال,use,利用,NOUN,ar,B2,11,keep,clean
292,فسخ,termination,解除,NOUN,ar,B2,12,keep,clean
192,عُمُولَة,commission,佣金,NOUN,ar,B2,13,keep,clean
72,افتتاحية,editorial,社论,NOUN,ar,B2,14,keep,clean
604,كل,all/entirely,所有/完全,DET,ar,B2,15,keep,clean
1681,قش,straw,稻草,NOUN,ar,B2,16,keep,clean
399,كاريان,shantytown,贫民窟,NOUN,ar,B2,17,keep,clean
367,إدماج,integration,融合,NOUN,ar,B2,18,keep,clean
1282,كشتبان,thimble,顶针,NOUN,ar,B2,19,keep,clean
582,احتمال,possibility,可能性,NOUN,ar,B2,20,keep,clean
776,إنعاش,resuscitation,复苏,NOUN,ar,B2,21,keep,clean
637,دهاء,cunning/shrewdness,狡猾/精明,NOUN,ar,B2,22,keep,clean
1640,انجراف,erosion,侵蚀,NOUN,ar,B2,23,keep,clean
88,قصف,bombing,轰炸,NOUN,ar,B2,24,keep,clean
